AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|COUNT|ICCC_GROUP|POPULATION|AGE|RACE|SEX|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
7.9|9.2|8.6|734|XI(b) Thyroid carcinomas|83185451|0-19|All Races|Male and Female|2010|8.2|9.5|8.8
0.4|0.8|0.6|49|XI(c) Nasopharyngeal carcinomas|83185451|0-19|All Races|Male and Female|2010|0.4|0.8|0.6
3.6|4.5|4.0|345|XI(d) Malignant melanomas|83185451|0-19|All Races|Male and Female|2010|3.7|4.6|4.1
~|~|~|~|XI(e) Skin carcinomas|83185451|0-19|All Races|Male and Female|2010|~|~|~
4.0|4.9|4.4|377|XI(f) Other and unspecified carcinomas|83185451|0-19|All Races|Male and Female|2010|4.1|5.0|4.5
0.5|0.9|0.7|56|XII Other and unspecified malignant neoplasms|83185451|0-19|All Races|Male and Female|2010|0.5|0.9|0.7
0.3|0.5|0.4|32|XII(a) Other specified malignant tumors|83185451|0-19|All Races|Male and Female|2010|0.3|0.5|0.4
0.2|0.4|0.3|24|XII(b) Other unspecified malignant tumors|83185451|0-19|All Races|Male and Female|2010|0.2|0.4|0.3
181.7|184.3|183.0|75229|All ICCC Groups Combined|409325715|0-19|All Races|Male and Female|2010-2014|182.5|185.1|183.8
46.9|48.2|47.5|19470|I Leukemias, myeloproliferative & myelodysplastic diseases|409325715|0-19|All Races|Male and Female|2010-2014|46.9|48.2|47.6
33.1|34.3|33.7|13777|I(a) Lymphoid leukemias|409325715|0-19|All Races|Male and Female|2010-2014|33.1|34.2|33.7
7.9|8.5|8.2|3378|I(b) Acute myeloid leukemias|409325715|0-19|All Races|Male and Female|2010-2014|8.0|8.5|8.3
2.2|2.5|2.4|980|I(c) Chronic myeloproliferative diseases|409325715|0-19|All Races|Male and Female|2010-2014|2.2|2.5|2.4
1.4|1.6|1.5|623|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|409325715|0-19|All Races|Male and Female|2010-2014|1.4|1.6|1.5
1.6|1.9|1.7|712|I(e) Unspecified and other specified leukemias|409325715|0-19|All Races|Male and Female|2010-2014|1.6|1.9|1.7
28.1|29.2|28.7|11826|II Lymphomas and reticuloendothelial neoplasms|409325715|0-19|All Races|Male and Female|2010-2014|28.4|29.4|28.9
11.6|12.3|11.9|4959|II(a) Hodgkin lymphomas|409325715|0-19|All Races|Male and Female|2010-2014|11.8|12.5|12.1
9.0|9.6|9.3|3829|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|409325715|0-19|All Races|Male and Female|2010-2014|9.1|9.7|9.4
2.3|2.6|2.4|993|II(c) Burkitt lymphoma|409325715|0-19|All Races|Male and Female|2010-2014|2.3|2.6|2.4
4.4|4.8|4.6|1890|II(d) Miscellaneous lymphoreticular neoplasms|409325715|0-19|All Races|Male and Female|2010-2014|4.4|4.8|4.6
0.3|0.4|0.4|155|II(e) Unspecified lymphomas|409325715|0-19|All Races|Male and Female|2010-2014|0.3|0.4|0.4
31.6|32.7|32.2|13146|III CNS and misc intracranial and intraspinal neoplasms|409325715|0-19|All Races|Male and Female|2010-2014|31.6|32.7|32.1
2.6|2.9|2.7|1119|III(a) Ependymomas and choroid plexus tumor|409325715|0-19|All Races|Male and Female|2010-2014|2.6|2.9|2.7
16.6|17.4|17.0|6936|III(b) Astrocytomas|409325715|0-19|All Races|Male and Female|2010-2014|16.5|17.3|16.9
5.7|6.1|5.9|2407|III(c) Intracranial and intraspinal embryonal tumors|409325715|0-19|All Races|Male and Female|2010-2014|5.6|6.1|5.9
5.2|5.7|5.4|2224|III(d) Other gliomas|409325715|0-19|All Races|Male and Female|2010-2014|5.2|5.7|5.4
0.6|0.7|0.6|260|III(e) Other specified intracranial & intraspinal neoplasms|409325715|0-19|All Races|Male and Female|2010-2014|0.6|0.7|0.6
0.4|0.6|0.5|200|III(f) Unspecified intracranial and intraspinal neoplasms|409325715|0-19|All Races|Male and Female|2010-2014|0.4|0.6|0.5
8.5|9.1|8.8|3597|IV Neuroblastoma and other peripheral nervous cell tumors|409325715|0-19|All Races|Male and Female|2010-2014|8.5|9.1|8.8
8.3|8.8|8.5|3487|IV(a) Neuroblastoma and ganglioneuroblastoma|409325715|0-19|All Races|Male and Female|2010-2014|8.2|8.8|8.5
0.2|0.3|0.3|110|IV(b) Other peripheral nervous cell tumors|409325715|0-19|All Races|Male and Female|2010-2014|0.2|0.3|0.3
11.8|12.5|12.1|4974|IX Soft tissue and other extraosseous sarcomas|409325715|0-19|All Races|Male and Female|2010-2014|11.8|12.5|12.2
4.5|5.0|4.7|1941|IX(a) Rhabdomyosarcomas|409325715|0-19|All Races|Male and Female|2010-2014|4.5|5.0|4.7
1.1|1.4|1.3|514|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|409325715|0-19|All Races|Male and Female|2010-2014|1.1|1.4|1.3
0.0|0.1|0.1|23|IX(c) Kaposi sarcoma|409325715|0-19|All Races|Male and Female|2010-2014|0.0|0.1|0.1
4.5|4.9|4.7|1919|IX(d) Other specified soft tissue sarcomas|409325715|0-19|All Races|Male and Female|2010-2014|4.5|4.9|4.7
1.3|1.5|1.4|577|IX(e) Unspecified soft tissue sarcomas|409325715|0-19|All Races|Male and Female|2010-2014|1.3|1.5|1.4
0.2|0.3|0.3|115|Not classified by ICCC|409325715|0-19|All Races|Male and Female|2010-2014|0.2|0.3|0.3
3.1|3.4|3.3|1330|V Retinoblastoma|409325715|0-19|All Races|Male and Female|2010-2014|3.1|3.4|3.2
6.8|7.3|7.1|2895|VI Renal tumors|409325715|0-19|All Races|Male and Female|2010-2014|6.8|7.3|7.1
6.1|6.6|6.4|2601|VI(a) Nephroblastoma and other nonepithelial renal tumors|409325715|0-19|All Races|Male and Female|2010-2014|6.1|6.6|6.4
0.6|0.8|0.7|281|VI(b) Renal carcinomas|409325715|0-19|All Races|Male and Female|2010-2014|0.6|0.8|0.7
~|~|~|~|VI(c) Unspecified malignant renal tumors|409325715|0-19|All Races|Male and Female|2010-2014|~|~|~
2.4|2.7|2.6|1060|VII Hepatic tumors|409325715|0-19|All Races|Male and Female|2010-2014|2.4|2.8|2.6
1.8|2.1|2.0|799|VII(a) Hepatoblastoma|409325715|0-19|All Races|Male and Female|2010-2014|1.8|2.1|2.0
0.5|0.7|0.6|249|VII(b) Hepatic carcinomas|409325715|0-19|All Races|Male and Female|2010-2014|0.5|0.7|0.6
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|409325715|0-19|All Races|Male and Female|2010-2014|~|~|~
8.7|9.2|8.9|3673|VIII Malignant bone tumors|409325715|0-19|All Races|Male and Female|2010-2014|8.7|9.3|9.0
4.8|5.2|5.0|2057|VIII(a) Osteosarcomas|409325715|0-19|All Races|Male and Female|2010-2014|4.8|5.2|5.0
0.3|0.4|0.3|138|VIII(b) Chondrosarcomas|409325715|0-19|All Races|Male and Female|2010-2014|0.3|0.4|0.3
2.8|3.1|3.0|1213|VIII(c) Ewing tumor and related sarcomas of bone|409325715|0-19|All Races|Male and Female|2010-2014|2.8|3.1|3.0
0.4|0.5|0.4|183|VIII(d) Other specified malignant bone tumors|409325715|0-19|All Races|Male and Female|2010-2014|0.4|0.5|0.4
0.2|0.2|0.2|82|VIII(e) Unspecified malignant bone tumors|409325715|0-19|All Races|Male and Female|2010-2014|0.2|0.2|0.2
11.0|11.6|11.3|4704|X Germ cell, trophoblastic tumors & neoplasms of gonads|409325715|0-19|All Races|Male and Female|2010-2014|11.2|11.8|11.5
1.6|1.9|1.8|722|X(a) Intracranial & intraspinal germ cell tumors|409325715|0-19|All Races|Male and Female|2010-2014|1.6|1.9|1.8
1.4|1.6|1.5|606|X(b) Malignant extracranial & extragonadal germ cell tumors|409325715|0-19|All Races|Male and Female|2010-2014|1.4|1.6|1.5
7.0|7.5|7.3|3040|X(c) Malignant gonadal germ cell tumors|409325715|0-19|All Races|Male and Female|2010-2014|7.2|7.7|7.4
0.4|0.5|0.4|187|X(d) Gonadal carcinomas|409325715|0-19|All Races|Male and Female|2010-2014|0.4|0.5|0.5
0.3|0.4|0.4|149|X(e) Other and unspecified malignant gonadal tumors|409325715|0-19|All Races|Male and Female|2010-2014|0.3|0.4|0.4
19.1|19.9|19.5|8127|XI Other malignant epithelial neoplasms and malignant melanomas|409325715|0-19|All Races|Male and Female|2010-2014|19.4|20.3|19.9
0.2|0.3|0.2|95|XI(a) Adrenocortical carcinomas|409325715|0-19|All Races|Male and Female|2010-2014|0.2|0.3|0.2
9.2|9.8|9.5|3958|XI(b) Thyroid carcinomas|409325715|0-19|All Races|Male and Female|2010-2014|9.4|10.0|9.7
0.5|0.6|0.5|222|XI(c) Nasopharyngeal carcinomas|409325715|0-19|All Races|Male and Female|2010-2014|0.5|0.6|0.5
4.0|4.4|4.2|1749|XI(d) Malignant melanomas|409325715|0-19|All Races|Male and Female|2010-2014|4.1|4.5|4.3
0.1|0.1|0.1|34|XI(e) Skin carcinomas|409325715|0-19|All Races|Male and Female|2010-2014|0.1|0.1|0.1
4.8|5.2|5.0|2069|XI(f) Other and unspecified carcinomas|409325715|0-19|All Races|Male and Female|2010-2014|4.8|5.3|5.1
0.7|0.8|0.8|312|XII Other and unspecified malignant neoplasms|409325715|0-19|All Races|Male and Female|2010-2014|0.7|0.9|0.8
0.3|0.4|0.4|156|XII(a) Other specified malignant tumors|409325715|0-19|All Races|Male and Female|2010-2014|0.3|0.4|0.4
0.3|0.4|0.4|156|XII(b) Other unspecified malignant tumors|409325715|0-19|All Races|Male and Female|2010-2014|0.3|0.4|0.4
180.0|185.9|182.9|15107|All ICCC Groups Combined|82115130|0-19|All Races|Male and Female|2011|181.1|186.9|184.0
47.4|50.5|48.9|4023|I Leukemias, myeloproliferative & myelodysplastic diseases|82115130|0-19|All Races|Male and Female|2011|47.5|50.5|49.0
34.3|36.8|35.5|2915|I(a) Lymphoid leukemias|82115130|0-19|All Races|Male and Female|2011|34.2|36.8|35.5
7.7|9.0|8.3|687|I(b) Acute myeloid leukemias|82115130|0-19|All Races|Male and Female|2011|7.8|9.0|8.4
2.0|2.7|2.3|192|I(c) Chronic myeloproliferative diseases|82115130|0-19|All Races|Male and Female|2011|2.0|2.7|2.3
1.1|1.6|1.3|106|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|82115130|0-19|All Races|Male and Female|2011|1.1|1.6|1.3
1.2|1.8|1.5|123|I(e) Unspecified and other specified leukemias|82115130|0-19|All Races|Male and Female|2011|1.2|1.8|1.5
26.6|28.9|27.7|2298|II Lymphomas and reticuloendothelial neoplasms|82115130|0-19|All Races|Male and Female|2011|26.9|29.2|28.0
11.1|12.6|11.8|991|II(a) Hodgkin lymphomas|82115130|0-19|All Races|Male and Female|2011|11.3|12.8|12.1
7.8|9.0|8.4|694|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|82115130|0-19|All Races|Male and Female|2011|7.8|9.1|8.5
2.2|2.9|2.5|204|II(c) Burkitt lymphoma|82115130|0-19|All Races|Male and Female|2011|2.2|2.8|2.5
4.2|5.2|4.7|381|II(d) Miscellaneous lymphoreticular neoplasms|82115130|0-19|All Races|Male and Female|2011|4.2|5.1|4.6
0.2|0.5|0.3|28|II(e) Unspecified lymphomas|82115130|0-19|All Races|Male and Female|2011|0.2|0.5|0.3
31.6|34.1|32.8|2691|III CNS and misc intracranial and intraspinal neoplasms|82115130|0-19|All Races|Male and Female|2011|31.5|34.0|32.8
2.5|3.3|2.9|236|III(a) Ependymomas and choroid plexus tumor|82115130|0-19|All Races|Male and Female|2011|2.5|3.3|2.9
16.2|18.0|17.0|1398|III(b) Astrocytomas|82115130|0-19|All Races|Male and Female|2011|16.1|17.9|17.0
5.6|6.6|6.1|499|III(c) Intracranial and intraspinal embryonal tumors|82115130|0-19|All Races|Male and Female|2011|5.6|6.6|6.1
5.3|6.4|5.8|478|III(d) Other gliomas|82115130|0-19|All Races|Male and Female|2011|5.3|6.4|5.8
0.4|0.7|0.5|44|III(e) Other specified intracranial & intraspinal neoplasms|82115130|0-19|All Races|Male and Female|2011|0.4|0.7|0.5
0.3|0.6|0.4|36|III(f) Unspecified intracranial and intraspinal neoplasms|82115130|0-19|All Races|Male and Female|2011|0.3|0.6|0.4
7.9|9.2|8.6|702|IV Neuroblastoma and other peripheral nervous cell tumors|82115130|0-19|All Races|Male and Female|2011|7.9|9.2|8.5
7.7|8.9|8.3|681|IV(a) Neuroblastoma and ganglioneuroblastoma|82115130|0-19|All Races|Male and Female|2011|7.7|8.9|8.3
0.2|0.4|0.3|21|IV(b) Other peripheral nervous cell tumors|82115130|0-19|All Races|Male and Female|2011|0.2|0.4|0.3
11.4|12.9|12.2|1003|IX Soft tissue and other extraosseous sarcomas|82115130|0-19|All Races|Male and Female|2011|11.5|13.0|12.2
4.3|5.2|4.7|388|IX(a) Rhabdomyosarcomas|82115130|0-19|All Races|Male and Female|2011|4.3|5.2|4.7
1.1|1.6|1.3|108|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|82115130|0-19|All Races|Male and Female|2011|1.1|1.6|1.3
~|~|~|~|IX(c) Kaposi sarcoma|82115130|0-19|All Races|Male and Female|2011|~|~|~
4.3|5.3|4.8|395|IX(d) Other specified soft tissue sarcomas|82115130|0-19|All Races|Male and Female|2011|4.3|5.3|4.8
1.0|1.5|1.3|104|IX(e) Unspecified soft tissue sarcomas|82115130|0-19|All Races|Male and Female|2011|1.0|1.5|1.3
0.2|0.5|0.3|26|Not classified by ICCC|82115130|0-19|All Races|Male and Female|2011|0.2|0.5|0.3
2.8|3.6|3.1|259|V Retinoblastoma|82115130|0-19|All Races|Male and Female|2011|2.8|3.6|3.2
6.6|7.8|7.2|593|VI Renal tumors|82115130|0-19|All Races|Male and Female|2011|6.7|7.8|7.2
6.0|7.1|6.5|537|VI(a) Nephroblastoma and other nonepithelial renal tumors|82115130|0-19|All Races|Male and Female|2011|6.0|7.1|6.5
0.5|0.9|0.7|55|VI(b) Renal carcinomas|82115130|0-19|All Races|Male and Female|2011|0.5|0.9|0.7
~|~|~|~|VI(c) Unspecified malignant renal tumors|82115130|0-19|All Races|Male and Female|2011|~|~|~
2.2|3.0|2.6|213|VII Hepatic tumors|82115130|0-19|All Races|Male and Female|2011|2.3|3.0|2.6
1.7|2.3|2.0|166|VII(a) Hepatoblastoma|82115130|0-19|All Races|Male and Female|2011|1.7|2.4|2.0
0.4|0.7|0.5|43|VII(b) Hepatic carcinomas|82115130|0-19|All Races|Male and Female|2011|0.4|0.7|0.5
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|82115130|0-19|All Races|Male and Female|2011|~|~|~
8.3|9.6|9.0|740|VIII Malignant bone tumors|82115130|0-19|All Races|Male and Female|2011|8.4|9.7|9.0
4.6|5.6|5.1|419|VIII(a) Osteosarcomas|82115130|0-19|All Races|Male and Female|2011|4.6|5.6|5.1
0.2|0.4|0.3|21|VIII(b) Chondrosarcomas|82115130|0-19|All Races|Male and Female|2011|0.2|0.4|0.3
2.8|3.6|3.2|261|VIII(c) Ewing tumor and related sarcomas of bone|82115130|0-19|All Races|Male and Female|2011|2.8|3.6|3.2
0.2|0.5|0.3|27|VIII(d) Other specified malignant bone tumors|82115130|0-19|All Races|Male and Female|2011|0.2|0.5|0.3
~|~|~|~|VIII(e) Unspecified malignant bone tumors|82115130|0-19|All Races|Male and Female|2011|~|~|~
10.1|11.5|10.8|902|X Germ cell, trophoblastic tumors & neoplasms of gonads|82115130|0-19|All Races|Male and Female|2011|10.3|11.7|11.0
1.4|2.0|1.7|138|X(a) Intracranial & intraspinal germ cell tumors|82115130|0-19|All Races|Male and Female|2011|1.4|2.0|1.7
1.1|1.6|1.4|114|X(b) Malignant extracranial & extragonadal germ cell tumors|82115130|0-19|All Races|Male and Female|2011|1.1|1.7|1.4
6.6|7.7|7.1|603|X(c) Malignant gonadal germ cell tumors|82115130|0-19|All Races|Male and Female|2011|6.8|8.0|7.3
0.2|0.5|0.3|26|X(d) Gonadal carcinomas|82115130|0-19|All Races|Male and Female|2011|0.2|0.5|0.3
0.2|0.4|0.3|21|X(e) Other and unspecified malignant gonadal tumors|82115130|0-19|All Races|Male and Female|2011|0.2|0.4|0.3
18.1|20.0|19.1|1600|XI Other malignant epithelial neoplasms and malignant melanomas|82115130|0-19|All Races|Male and Female|2011|18.5|20.5|19.5
0.1|0.4|0.2|19|XI(a) Adrenocortical carcinomas|82115130|0-19|All Races|Male and Female|2011|0.1|0.4|0.2
8.6|9.9|9.2|778|XI(b) Thyroid carcinomas|82115130|0-19|All Races|Male and Female|2011|8.8|10.2|9.5
0.5|0.8|0.6|52|XI(c) Nasopharyngeal carcinomas|82115130|0-19|All Races|Male and Female|2011|0.5|0.8|0.6
3.9|4.8|4.3|364|XI(d) Malignant melanomas|82115130|0-19|All Races|Male and Female|2011|4.0|4.9|4.4
~|~|~|~|XI(e) Skin carcinomas|82115130|0-19|All Races|Male and Female|2011|~|~|~
4.1|5.0|4.5|379|XI(f) Other and unspecified carcinomas|82115130|0-19|All Races|Male and Female|2011|4.2|5.1|4.6
0.5|0.9|0.7|57|XII Other and unspecified malignant neoplasms|82115130|0-19|All Races|Male and Female|2011|0.5|0.9|0.7
0.2|0.5|0.3|27|XII(a) Other specified malignant tumors|82115130|0-19|All Races|Male and Female|2011|0.2|0.5|0.3
0.2|0.5|0.4|30|XII(b) Other unspecified malignant tumors|82115130|0-19|All Races|Male and Female|2011|0.2|0.5|0.4
180.4|186.2|183.3|15191|All ICCC Groups Combined|82500154|0-19|All Races|Male and Female|2012|181.2|187.1|184.1
45.7|48.7|47.2|3898|I Leukemias, myeloproliferative & myelodysplastic diseases|82500154|0-19|All Races|Male and Female|2012|45.8|48.8|47.2
32.5|35.0|33.7|2783|I(a) Lymphoid leukemias|82500154|0-19|All Races|Male and Female|2012|32.5|35.0|33.7
7.2|8.5|7.8|649|I(b) Acute myeloid leukemias|82500154|0-19|All Races|Male and Female|2012|7.3|8.5|7.9
2.0|2.7|2.4|197|I(c) Chronic myeloproliferative diseases|82500154|0-19|All Races|Male and Female|2012|2.1|2.7|2.4
1.2|1.8|1.5|123|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|82500154|0-19|All Races|Male and Female|2012|1.2|1.8|1.5
1.5|2.1|1.8|146|I(e) Unspecified and other specified leukemias|82500154|0-19|All Races|Male and Female|2012|1.5|2.1|1.8
28.5|30.9|29.7|2466|II Lymphomas and reticuloendothelial neoplasms|82500154|0-19|All Races|Male and Female|2012|28.7|31.1|29.9
11.7|13.2|12.4|1040|II(a) Hodgkin lymphomas|82500154|0-19|All Races|Male and Female|2012|11.9|13.4|12.6
9.1|10.5|9.8|812|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|82500154|0-19|All Races|Male and Female|2012|9.2|10.5|9.8
2.0|2.7|2.3|191|II(c) Burkitt lymphoma|82500154|0-19|All Races|Male and Female|2012|2.0|2.7|2.3
4.2|5.1|4.7|383|II(d) Miscellaneous lymphoreticular neoplasms|82500154|0-19|All Races|Male and Female|2012|4.2|5.1|4.6
0.3|0.7|0.5|40|II(e) Unspecified lymphomas|82500154|0-19|All Races|Male and Female|2012|0.3|0.7|0.5
30.5|33.0|31.7|2615|III CNS and misc intracranial and intraspinal neoplasms|82500154|0-19|All Races|Male and Female|2012|30.5|32.9|31.7
2.3|3.1|2.7|221|III(a) Ependymomas and choroid plexus tumor|82500154|0-19|All Races|Male and Female|2012|2.3|3.1|2.7
16.0|17.8|16.9|1394|III(b) Astrocytomas|82500154|0-19|All Races|Male and Female|2012|16.0|17.8|16.9
5.3|6.4|5.8|479|III(c) Intracranial and intraspinal embryonal tumors|82500154|0-19|All Races|Male and Female|2012|5.3|6.4|5.8
4.6|5.6|5.1|423|III(d) Other gliomas|82500154|0-19|All Races|Male and Female|2012|4.7|5.6|5.1
0.4|0.7|0.5|44|III(e) Other specified intracranial & intraspinal neoplasms|82500154|0-19|All Races|Male and Female|2012|0.4|0.7|0.5
0.5|0.9|0.7|54|III(f) Unspecified intracranial and intraspinal neoplasms|82500154|0-19|All Races|Male and Female|2012|0.5|0.9|0.7
8.0|9.3|8.6|713|IV Neuroblastoma and other peripheral nervous cell tumors|82500154|0-19|All Races|Male and Female|2012|8.0|9.3|8.6
7.8|9.1|8.4|693|IV(a) Neuroblastoma and ganglioneuroblastoma|82500154|0-19|All Races|Male and Female|2012|7.8|9.0|8.4
0.1|0.4|0.2|20|IV(b) Other peripheral nervous cell tumors|82500154|0-19|All Races|Male and Female|2012|0.1|0.4|0.2
11.0|12.5|11.7|969|IX Soft tissue and other extraosseous sarcomas|82500154|0-19|All Races|Male and Female|2012|11.0|12.5|11.7
4.1|5.0|4.6|376|IX(a) Rhabdomyosarcomas|82500154|0-19|All Races|Male and Female|2012|4.1|5.0|4.6
1.0|1.5|1.2|103|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|82500154|0-19|All Races|Male and Female|2012|1.0|1.5|1.2
~|~|~|~|IX(c) Kaposi sarcoma|82500154|0-19|All Races|Male and Female|2012|~|~|~
4.0|4.9|4.4|368|IX(d) Other specified soft tissue sarcomas|82500154|0-19|All Races|Male and Female|2012|4.0|4.9|4.5
1.2|1.7|1.4|116|IX(e) Unspecified soft tissue sarcomas|82500154|0-19|All Races|Male and Female|2012|1.2|1.7|1.4
0.1|0.4|0.2|20|Not classified by ICCC|82500154|0-19|All Races|Male and Female|2012|0.1|0.4|0.2
2.9|3.7|3.3|270|V Retinoblastoma|82500154|0-19|All Races|Male and Female|2012|2.9|3.7|3.3
6.4|7.6|7.0|579|VI Renal tumors|82500154|0-19|All Races|Male and Female|2012|6.5|7.6|7.0
5.7|6.8|6.2|513|VI(a) Nephroblastoma and other nonepithelial renal tumors|82500154|0-19|All Races|Male and Female|2012|5.7|6.8|6.2
0.6|0.9|0.7|61|VI(b) Renal carcinomas|82500154|0-19|All Races|Male and Female|2012|0.6|0.9|0.7
~|~|~|~|VI(c) Unspecified malignant renal tumors|82500154|0-19|All Races|Male and Female|2012|~|~|~
2.4|3.2|2.8|230|VII Hepatic tumors|82500154|0-19|All Races|Male and Female|2012|2.4|3.2|2.8
1.8|2.5|2.1|176|VII(a) Hepatoblastoma|82500154|0-19|All Races|Male and Female|2012|1.8|2.5|2.1
0.5|0.8|0.6|52|VII(b) Hepatic carcinomas|82500154|0-19|All Races|Male and Female|2012|0.5|0.8|0.6
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|82500154|0-19|All Races|Male and Female|2012|~|~|~
8.3|9.6|9.0|742|VIII Malignant bone tumors|82500154|0-19|All Races|Male and Female|2012|8.4|9.7|9.0
4.7|5.7|5.2|430|VIII(a) Osteosarcomas|82500154|0-19|All Races|Male and Female|2012|4.7|5.7|5.2
0.2|0.5|0.3|28|VIII(b) Chondrosarcomas|82500154|0-19|All Races|Male and Female|2012|0.2|0.5|0.3
2.4|3.2|2.8|230|VIII(c) Ewing tumor and related sarcomas of bone|82500154|0-19|All Races|Male and Female|2012|2.4|3.2|2.8
0.3|0.6|0.4|34|VIII(d) Other specified malignant bone tumors|82500154|0-19|All Races|Male and Female|2012|0.3|0.6|0.4
0.1|0.4|0.2|20|VIII(e) Unspecified malignant bone tumors|82500154|0-19|All Races|Male and Female|2012|0.1|0.4|0.2
10.8|12.3|11.5|967|X Germ cell, trophoblastic tumors & neoplasms of gonads|82500154|0-19|All Races|Male and Female|2012|11.0|12.5|11.7
1.3|1.9|1.6|130|X(a) Intracranial & intraspinal germ cell tumors|82500154|0-19|All Races|Male and Female|2012|1.3|1.9|1.6
1.4|1.9|1.6|136|X(b) Malignant extracranial & extragonadal germ cell tumors|82500154|0-19|All Races|Male and Female|2012|1.4|1.9|1.6
7.0|8.2|7.6|638|X(c) Malignant gonadal germ cell tumors|82500154|0-19|All Races|Male and Female|2012|7.1|8.4|7.7
0.3|0.6|0.4|35|X(d) Gonadal carcinomas|82500154|0-19|All Races|Male and Female|2012|0.3|0.6|0.4
0.2|0.5|0.3|28|X(e) Other and unspecified malignant gonadal tumors|82500154|0-19|All Races|Male and Female|2012|0.2|0.5|0.3
18.6|20.5|19.6|1642|XI Other malignant epithelial neoplasms and malignant melanomas|82500154|0-19|All Races|Male and Female|2012|19.0|20.9|19.9
0.2|0.4|0.3|22|XI(a) Adrenocortical carcinomas|82500154|0-19|All Races|Male and Female|2012|0.2|0.4|0.3
9.0|10.3|9.7|811|XI(b) Thyroid carcinomas|82500154|0-19|All Races|Male and Female|2012|9.2|10.5|9.8
