AGE|AGE_SPECIFIC_CI_LOWER|AGE_SPECIFIC_CI_UPPER|AGE_SPECIFIC_RATE|COUNT|ICCC_GROUP|POPULATION|YEAR
15-19|11.2|14.2|12.6|271|XI(f) Other and unspecified carcinomas|21488037|2011
5-9|0.5|1.4|0.9|18|XI(f) Other and unspecified carcinomas|20152417|2011
<1|~|~|~|~|XI(f) Other and unspecified carcinomas|3927716|2011
1-4|~|~|~|~|XII Other and unspecified malignant neoplasms|16014682|2011
10-14|~|~|~|~|XII Other and unspecified malignant neoplasms|20532278|2011
15-19|0.5|1.3|0.8|18|XII Other and unspecified malignant neoplasms|21488037|2011
5-9|~|~|~|~|XII Other and unspecified malignant neoplasms|20152417|2011
<1|~|~|~|~|XII Other and unspecified malignant neoplasms|3927716|2011
1-4|~|~|~|~|XII(a) Other specified malignant tumors|16014682|2011
10-14|~|~|~|~|XII(a) Other specified malignant tumors|20532278|2011
15-19|~|~|~|~|XII(a) Other specified malignant tumors|21488037|2011
5-9|~|~|~|~|XII(a) Other specified malignant tumors|20152417|2011
<1|~|~|~|~|XII(a) Other specified malignant tumors|3927716|2011
1-4|~|~|~|~|XII(b) Other unspecified malignant tumors|16014682|2011
10-14|~|~|~|~|XII(b) Other unspecified malignant tumors|20532278|2011
15-19|~|~|~|~|XII(b) Other unspecified malignant tumors|21488037|2011
5-9|~|~|~|~|XII(b) Other unspecified malignant tumors|20152417|2011
<1|~|~|~|~|XII(b) Other unspecified malignant tumors|3927716|2011
1-4|226.8|241.9|234.3|3761|All ICCC Groups Combined|16054040|2012
10-14|136.8|147.2|141.9|2934|All ICCC Groups Combined|20671931|2012
15-19|223.7|236.6|230.1|4918|All ICCC Groups Combined|21376554|2012
5-9|119.1|128.7|123.8|2535|All ICCC Groups Combined|20471089|2012
<1|249.8|282.3|265.6|1043|All ICCC Groups Combined|3926540|2012
1-4|87.8|97.3|92.4|1484|I Leukemias, myeloproliferative & myelodysplastic diseases|16054040|2012
10-14|29.4|34.3|31.8|657|I Leukemias, myeloproliferative & myelodysplastic diseases|20671931|2012
15-19|30.9|35.8|33.3|711|I Leukemias, myeloproliferative & myelodysplastic diseases|21376554|2012
5-9|38.6|44.3|41.4|847|I Leukemias, myeloproliferative & myelodysplastic diseases|20471089|2012
<1|43.9|58.2|50.7|199|I Leukemias, myeloproliferative & myelodysplastic diseases|3926540|2012
1-4|72.8|81.5|77.1|1237|I(a) Lymphoid leukemias|16054040|2012
10-14|19.3|23.3|21.2|438|I(a) Lymphoid leukemias|20671931|2012
15-19|14.1|17.5|15.8|337|I(a) Lymphoid leukemias|21376554|2012
5-9|31.4|36.5|33.9|694|I(a) Lymphoid leukemias|20471089|2012
<1|15.5|24.5|19.6|77|I(a) Lymphoid leukemias|3926540|2012
1-4|8.8|12.0|10.3|166|I(b) Acute myeloid leukemias|16054040|2012
10-14|4.9|7.1|6.0|123|I(b) Acute myeloid leukemias|20671931|2012
15-19|8.7|11.4|10.0|213|I(b) Acute myeloid leukemias|21376554|2012
5-9|3.5|5.4|4.4|90|I(b) Acute myeloid leukemias|20471089|2012
<1|11.0|18.8|14.5|57|I(b) Acute myeloid leukemias|3926540|2012
1-4|0.7|1.8|1.1|18|I(c) Chronic myeloproliferative diseases|16054040|2012
10-14|1.5|2.9|2.1|44|I(c) Chronic myeloproliferative diseases|20671931|2012
15-19|3.8|5.6|4.6|99|I(c) Chronic myeloproliferative diseases|21376554|2012
5-9|0.4|1.3|0.8|16|I(c) Chronic myeloproliferative diseases|20471089|2012
<1|3.1|7.9|5.1|20|I(c) Chronic myeloproliferative diseases|3926540|2012
1-4|1.0|2.3|1.6|25|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|16054040|2012
10-14|0.8|1.8|1.2|25|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|20671931|2012
15-19|0.6|1.6|1.0|22|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|21376554|2012
5-9|0.6|1.4|0.9|19|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|20471089|2012
<1|5.6|11.5|8.1|32|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|3926540|2012
1-4|1.7|3.2|2.4|38|I(e) Unspecified and other specified leukemias|16054040|2012
10-14|0.9|1.9|1.3|27|I(e) Unspecified and other specified leukemias|20671931|2012
15-19|1.3|2.5|1.9|40|I(e) Unspecified and other specified leukemias|21376554|2012
5-9|0.9|2.0|1.4|28|I(e) Unspecified and other specified leukemias|20471089|2012
<1|~|~|~|~|I(e) Unspecified and other specified leukemias|3926540|2012
1-4|14.3|18.3|16.2|260|II Lymphomas and reticuloendothelial neoplasms|16054040|2012
10-14|26.9|31.6|29.2|604|II Lymphomas and reticuloendothelial neoplasms|20671931|2012
15-19|51.1|57.3|54.1|1157|II Lymphomas and reticuloendothelial neoplasms|21376554|2012
5-9|16.0|19.8|17.8|365|II Lymphomas and reticuloendothelial neoplasms|20471089|2012
<1|16.2|25.4|20.4|80|II Lymphomas and reticuloendothelial neoplasms|3926540|2012
1-4|0.8|2.0|1.3|21|II(a) Hodgkin lymphomas|16054040|2012
10-14|11.0|14.2|12.5|259|II(a) Hodgkin lymphomas|20671931|2012
15-19|30.0|34.9|32.4|693|II(a) Hodgkin lymphomas|21376554|2012
5-9|2.5|4.2|3.3|67|II(a) Hodgkin lymphomas|20471089|2012
<1|~|~|~|~|II(a) Hodgkin lymphomas|3926540|2012
1-4|3.6|5.7|4.5|73|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|16054040|2012
10-14|9.2|12.1|10.6|219|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|20671931|2012
15-19|15.1|18.6|16.8|359|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|21376554|2012
5-9|5.9|8.3|7.0|144|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|20471089|2012
<1|2.5|6.9|4.3|17|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|3926540|2012
1-4|1.3|2.7|1.9|30|II(c) Burkitt lymphoma|16054040|2012
10-14|1.9|3.3|2.5|52|II(c) Burkitt lymphoma|20671931|2012
15-19|1.7|3.0|2.2|48|II(c) Burkitt lymphoma|21376554|2012
5-9|2.3|3.8|3.0|61|II(c) Burkitt lymphoma|20471089|2012
<1|~|~|~|~|II(c) Burkitt lymphoma|3926540|2012
1-4|6.9|9.8|8.2|132|II(d) Miscellaneous lymphoreticular neoplasms|16054040|2012
10-14|2.4|4.0|3.1|64|II(d) Miscellaneous lymphoreticular neoplasms|20671931|2012
15-19|1.4|2.6|1.9|41|II(d) Miscellaneous lymphoreticular neoplasms|21376554|2012
5-9|3.3|5.1|4.1|84|II(d) Miscellaneous lymphoreticular neoplasms|20471089|2012
<1|12.1|20.2|15.8|62|II(d) Miscellaneous lymphoreticular neoplasms|3926540|2012
1-4|~|~|~|~|II(e) Unspecified lymphomas|16054040|2012
10-14|~|~|~|~|II(e) Unspecified lymphomas|20671931|2012
15-19|0.4|1.2|0.7|16|II(e) Unspecified lymphomas|21376554|2012
5-9|~|~|~|~|II(e) Unspecified lymphomas|20471089|2012
<1|~|~|~|~|II(e) Unspecified lymphomas|3926540|2012
1-4|43.9|50.7|47.2|758|III CNS and misc intracranial and intraspinal neoplasms|16054040|2012
10-14|24.9|29.5|27.1|561|III CNS and misc intracranial and intraspinal neoplasms|20671931|2012
15-19|20.7|24.8|22.6|484|III CNS and misc intracranial and intraspinal neoplasms|21376554|2012
5-9|30.6|35.6|33.0|676|III CNS and misc intracranial and intraspinal neoplasms|20471089|2012
<1|29.1|41.0|34.6|136|III CNS and misc intracranial and intraspinal neoplasms|3926540|2012
1-4|3.7|5.9|4.7|76|III(a) Ependymomas and choroid plexus tumor|16054040|2012
10-14|1.3|2.6|1.9|39|III(a) Ependymomas and choroid plexus tumor|20671931|2012
15-19|1.3|2.5|1.9|40|III(a) Ependymomas and choroid plexus tumor|21376554|2012
5-9|1.5|2.8|2.1|42|III(a) Ependymomas and choroid plexus tumor|20471089|2012
<1|3.9|9.1|6.1|24|III(a) Ependymomas and choroid plexus tumor|3926540|2012
1-4|20.5|25.3|22.8|366|III(b) Astrocytomas|16054040|2012
10-14|14.0|17.5|15.7|324|III(b) Astrocytomas|20671931|2012
15-19|11.4|14.5|12.9|276|III(b) Astrocytomas|21376554|2012
5-9|16.4|20.1|18.2|372|III(b) Astrocytomas|20471089|2012
<1|10.8|18.5|14.3|56|III(b) Astrocytomas|3926540|2012
1-4|10.1|13.5|11.7|188|III(c) Intracranial and intraspinal embryonal tumors|16054040|2012
10-14|2.9|4.6|3.7|76|III(c) Intracranial and intraspinal embryonal tumors|20671931|2012
15-19|1.4|2.7|2.0|42|III(c) Intracranial and intraspinal embryonal tumors|21376554|2012
5-9|5.3|7.5|6.3|129|III(c) Intracranial and intraspinal embryonal tumors|20471089|2012
<1|8.1|15.0|11.2|44|III(c) Intracranial and intraspinal embryonal tumors|3926540|2012
1-4|5.0|7.4|6.1|98|III(d) Other gliomas|16054040|2012
10-14|3.9|5.9|4.8|100|III(d) Other gliomas|20671931|2012
15-19|4.1|6.0|5.0|107|III(d) Other gliomas|21376554|2012
5-9|4.6|6.7|5.6|114|III(d) Other gliomas|20471089|2012
<1|~|~|~|~|III(d) Other gliomas|3926540|2012
1-4|0.6|1.7|1.1|17|III(e) Other specified intracranial & intraspinal neoplasms|16054040|2012
10-14|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|20671931|2012
15-19|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|21376554|2012
5-9|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|20471089|2012
<1|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|3926540|2012
1-4|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|16054040|2012
10-14|0.4|1.3|0.8|16|III(f) Unspecified intracranial and intraspinal neoplasms|20671931|2012
15-19|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|21376554|2012
5-9|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|20471089|2012
<1|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|3926540|2012
1-4|20.9|25.7|23.2|373|IV Neuroblastoma and other peripheral nervous cell tumors|16054040|2012
10-14|1.1|2.2|1.6|33|IV Neuroblastoma and other peripheral nervous cell tumors|20671931|2012
15-19|0.5|1.3|0.8|18|IV Neuroblastoma and other peripheral nervous cell tumors|21376554|2012
5-9|2.8|4.5|3.6|74|IV Neuroblastoma and other peripheral nervous cell tumors|20471089|2012
<1|47.7|62.6|54.8|215|IV Neuroblastoma and other peripheral nervous cell tumors|3926540|2012
1-4|20.8|25.5|23.0|370|IV(a) Neuroblastoma and ganglioneuroblastoma|16054040|2012
10-14|0.9|1.9|1.3|27|IV(a) Neuroblastoma and ganglioneuroblastoma|20671931|2012
15-19|~|~|~|~|IV(a) Neuroblastoma and ganglioneuroblastoma|21376554|2012
5-9|2.6|4.3|3.4|69|IV(a) Neuroblastoma and ganglioneuroblastoma|20471089|2012
<1|47.7|62.6|54.8|215|IV(a) Neuroblastoma and ganglioneuroblastoma|3926540|2012
1-4|~|~|~|~|IV(b) Other peripheral nervous cell tumors|16054040|2012
10-14|~|~|~|~|IV(b) Other peripheral nervous cell tumors|20671931|2012
15-19|~|~|~|~|IV(b) Other peripheral nervous cell tumors|21376554|2012
5-9|~|~|~|~|IV(b) Other peripheral nervous cell tumors|20471089|2012
<1|~|~|~|~|IV(b) Other peripheral nervous cell tumors|3926540|2012
1-4|10.2|13.6|11.8|189|IX Soft tissue and other extraosseous sarcomas|16054040|2012
10-14|10.2|13.2|11.6|240|IX Soft tissue and other extraosseous sarcomas|20671931|2012
15-19|12.3|15.5|13.8|296|IX Soft tissue and other extraosseous sarcomas|21376554|2012
5-9|7.3|9.9|8.5|174|IX Soft tissue and other extraosseous sarcomas|20471089|2012
<1|13.9|22.5|17.8|70|IX Soft tissue and other extraosseous sarcomas|3926540|2012
1-4|6.6|9.4|7.9|127|IX(a) Rhabdomyosarcomas|16054040|2012
10-14|2.7|4.4|3.5|72|IX(a) Rhabdomyosarcomas|20671931|2012
15-19|2.4|4.0|3.1|67|IX(a) Rhabdomyosarcomas|21376554|2012
5-9|3.5|5.4|4.3|89|IX(a) Rhabdomyosarcomas|20471089|2012
<1|3.3|8.2|5.3|21|IX(a) Rhabdomyosarcomas|3926540|2012
1-4|~|~|~|~|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|16054040|2012
10-14|0.8|1.8|1.2|25|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|20671931|2012
15-19|1.0|2.1|1.5|32|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|21376554|2012
5-9|~|~|~|~|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|20471089|2012
<1|3.3|8.2|5.3|21|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|3926540|2012
1-4|~|~|~|~|IX(c) Kaposi sarcoma|16054040|2012
10-14|~|~|~|~|IX(c) Kaposi sarcoma|20671931|2012
15-19|~|~|~|~|IX(c) Kaposi sarcoma|21376554|2012
5-9|~|~|~|~|IX(c) Kaposi sarcoma|20471089|2012
<1|~|~|~|~|IX(c) Kaposi sarcoma|3926540|2012
1-4|1.5|3.0|2.1|34|IX(d) Other specified soft tissue sarcomas|16054040|2012
10-14|4.3|6.3|5.2|108|IX(d) Other specified soft tissue sarcomas|20671931|2012
15-19|6.0|8.3|7.1|152|IX(d) Other specified soft tissue sarcomas|21376554|2012
5-9|1.9|3.3|2.5|51|IX(d) Other specified soft tissue sarcomas|20471089|2012
<1|3.7|8.8|5.9|23|IX(d) Other specified soft tissue sarcomas|3926540|2012
1-4|0.6|1.7|1.1|17|IX(e) Unspecified soft tissue sarcomas|16054040|2012
10-14|1.1|2.3|1.6|34|IX(e) Unspecified soft tissue sarcomas|20671931|2012
15-19|1.4|2.7|2.0|42|IX(e) Unspecified soft tissue sarcomas|21376554|2012
5-9|0.6|1.4|0.9|19|IX(e) Unspecified soft tissue sarcomas|20471089|2012
<1|~|~|~|~|IX(e) Unspecified soft tissue sarcomas|3926540|2012
1-4|~|~|~|~|Not classified by ICCC|16054040|2012
10-14|~|~|~|~|Not classified by ICCC|20671931|2012
15-19|~|~|~|~|Not classified by ICCC|21376554|2012
5-9|~|~|~|~|Not classified by ICCC|20471089|2012
<1|~|~|~|~|Not classified by ICCC|3926540|2012
1-4|6.9|9.8|8.2|132|V Retinoblastoma|16054040|2012
10-14|~|~|~|~|V Retinoblastoma|20671931|2012
15-19|~|~|~|~|V Retinoblastoma|21376554|2012
5-9|~|~|~|~|V Retinoblastoma|20471089|2012
<1|27.2|38.8|32.6|128|V Retinoblastoma|3926540|2012
1-4|17.8|22.2|19.9|320|VI Renal tumors|16054040|2012
10-14|1.1|2.2|1.5|32|VI Renal tumors|20671931|2012
15-19|1.8|3.2|2.4|52|VI Renal tumors|21376554|2012
5-9|4.5|6.6|5.5|113|VI Renal tumors|20471089|2012
<1|12.1|20.2|15.8|62|VI Renal tumors|3926540|2012
1-4|17.6|22.0|19.7|316|VI(a) Nephroblastoma and other nonepithelial renal tumors|16054040|2012
10-14|0.6|1.6|1.0|21|VI(a) Nephroblastoma and other nonepithelial renal tumors|20671931|2012
15-19|~|~|~|~|VI(a) Nephroblastoma and other nonepithelial renal tumors|21376554|2012
5-9|4.2|6.2|5.1|105|VI(a) Nephroblastoma and other nonepithelial renal tumors|20471089|2012
<1|11.7|19.7|15.3|60|VI(a) Nephroblastoma and other nonepithelial renal tumors|3926540|2012
1-4|~|~|~|~|VI(b) Renal carcinomas|16054040|2012
10-14|~|~|~|~|VI(b) Renal carcinomas|20671931|2012
15-19|1.4|2.6|1.9|41|VI(b) Renal carcinomas|21376554|2012
5-9|~|~|~|~|VI(b) Renal carcinomas|20471089|2012
<1|~|~|~|~|VI(b) Renal carcinomas|3926540|2012
1-4|~|~|~|~|VI(c) Unspecified malignant renal tumors|16054040|2012
10-14|~|~|~|~|VI(c) Unspecified malignant renal tumors|20671931|2012
15-19|~|~|~|~|VI(c) Unspecified malignant renal tumors|21376554|2012
5-9|~|~|~|~|VI(c) Unspecified malignant renal tumors|20471089|2012
<1|~|~|~|~|VI(c) Unspecified malignant renal tumors|3926540|2012
1-4|5.9|8.6|7.2|115|VII Hepatic tumors|16054040|2012
10-14|0.7|1.7|1.1|23|VII Hepatic tumors|20671931|2012
15-19|0.8|1.7|1.2|25|VII Hepatic tumors|21376554|2012
5-9|0.4|1.3|0.8|16|VII Hepatic tumors|20471089|2012
<1|9.7|17.1|13.0|51|VII Hepatic tumors|3926540|2012
1-4|5.6|8.2|6.8|109|VII(a) Hepatoblastoma|16054040|2012
10-14|~|~|~|~|VII(a) Hepatoblastoma|20671931|2012
15-19|~|~|~|~|VII(a) Hepatoblastoma|21376554|2012
5-9|~|~|~|~|VII(a) Hepatoblastoma|20471089|2012
<1|9.2|16.5|12.5|49|VII(a) Hepatoblastoma|3926540|2012
1-4|~|~|~|~|VII(b) Hepatic carcinomas|16054040|2012
10-14|~|~|~|~|VII(b) Hepatic carcinomas|20671931|2012
15-19|0.7|1.7|1.1|24|VII(b) Hepatic carcinomas|21376554|2012
5-9|~|~|~|~|VII(b) Hepatic carcinomas|20471089|2012
<1|~|~|~|~|VII(b) Hepatic carcinomas|3926540|2012
1-4|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|16054040|2012
10-14|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|20671931|2012
15-19|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|21376554|2012
5-9|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|20471089|2012
<1|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|3926540|2012
1-4|1.1|2.4|1.6|26|VIII Malignant bone tumors|16054040|2012
10-14|13.0|16.4|14.6|302|VIII Malignant bone tumors|20671931|2012
15-19|12.7|15.9|14.2|304|VIII Malignant bone tumors|21376554|2012
5-9|4.4|6.5|5.4|110|VIII Malignant bone tumors|20471089|2012
<1|~|~|~|~|VIII Malignant bone tumors|3926540|2012
1-4|~|~|~|~|VIII(a) Osteosarcomas|16054040|2012
10-14|8.5|11.3|9.8|203|VIII(a) Osteosarcomas|20671931|2012
15-19|6.6|9.0|7.7|165|VIII(a) Osteosarcomas|21376554|2012
5-9|2.2|3.7|2.9|59|VIII(a) Osteosarcomas|20471089|2012
<1|~|~|~|~|VIII(a) Osteosarcomas|3926540|2012
1-4|~|~|~|~|VIII(b) Chondrosarcomas|16054040|2012
10-14|~|~|~|~|VIII(b) Chondrosarcomas|20671931|2012
15-19|0.4|1.2|0.7|16|VIII(b) Chondrosarcomas|21376554|2012
5-9|~|~|~|~|VIII(b) Chondrosarcomas|20471089|2012
<1|~|~|~|~|VIII(b) Chondrosarcomas|3926540|2012
1-4|0.6|1.6|1.0|16|VIII(c) Ewing tumor and related sarcomas of bone|16054040|2012
10-14|3.1|4.8|3.9|80|VIII(c) Ewing tumor and related sarcomas of bone|20671931|2012
15-19|3.6|5.5|4.5|96|VIII(c) Ewing tumor and related sarcomas of bone|21376554|2012
5-9|1.3|2.5|1.9|38|VIII(c) Ewing tumor and related sarcomas of bone|20471089|2012
<1|~|~|~|~|VIII(c) Ewing tumor and related sarcomas of bone|3926540|2012
1-4|~|~|~|~|VIII(d) Other specified malignant bone tumors|16054040|2012
10-14|~|~|~|~|VIII(d) Other specified malignant bone tumors|20671931|2012
15-19|~|~|~|~|VIII(d) Other specified malignant bone tumors|21376554|2012
5-9|~|~|~|~|VIII(d) Other specified malignant bone tumors|20471089|2012
<1|~|~|~|~|VIII(d) Other specified malignant bone tumors|3926540|2012
1-4|~|~|~|~|VIII(e) Unspecified malignant bone tumors|16054040|2012
10-14|~|~|~|~|VIII(e) Unspecified malignant bone tumors|20671931|2012
15-19|~|~|~|~|VIII(e) Unspecified malignant bone tumors|21376554|2012
5-9|~|~|~|~|VIII(e) Unspecified malignant bone tumors|20471089|2012
<1|~|~|~|~|VIII(e) Unspecified malignant bone tumors|3926540|2012
1-4|2.1|3.8|2.9|46|X Germ cell, trophoblastic tumors & neoplasms of gonads|16054040|2012
10-14|6.0|8.3|7.1|146|X Germ cell, trophoblastic tumors & neoplasms of gonads|20671931|2012
15-19|28.5|33.2|30.8|658|X Germ cell, trophoblastic tumors & neoplasms of gonads|21376554|2012
5-9|1.6|3.0|2.2|46|X Germ cell, trophoblastic tumors & neoplasms of gonads|20471089|2012
<1|14.1|22.8|18.1|71|X Germ cell, trophoblastic tumors & neoplasms of gonads|3926540|2012
1-4|~|~|~|~|X(a) Intracranial & intraspinal germ cell tumors|16054040|2012
10-14|1.9|3.4|2.6|53|X(a) Intracranial & intraspinal germ cell tumors|20671931|2012
15-19|1.6|2.9|2.2|46|X(a) Intracranial & intraspinal germ cell tumors|21376554|2012
5-9|0.6|1.6|1.0|21|X(a) Intracranial & intraspinal germ cell tumors|20471089|2012
<1|~|~|~|~|X(a) Intracranial & intraspinal germ cell tumors|3926540|2012
1-4|0.9|2.1|1.4|23|X(b) Malignant extracranial & extragonadal germ cell tumors|16054040|2012
10-14|~|~|~|~|X(b) Malignant extracranial & extragonadal germ cell tumors|20671931|2012
15-19|1.6|2.9|2.2|47|X(b) Malignant extracranial & extragonadal germ cell tumors|21376554|2012
5-9|~|~|~|~|X(b) Malignant extracranial & extragonadal germ cell tumors|20471089|2012
<1|9.9|17.4|13.2|52|X(b) Malignant extracranial & extragonadal germ cell tumors|3926540|2012
1-4|0.6|1.7|1.1|17|X(c) Malignant gonadal germ cell tumors|16054040|2012
10-14|2.6|4.3|3.4|70|X(c) Malignant gonadal germ cell tumors|20671931|2012
15-19|22.1|26.3|24.1|516|X(c) Malignant gonadal germ cell tumors|21376554|2012
5-9|0.6|1.6|1.0|21|X(c) Malignant gonadal germ cell tumors|20471089|2012
<1|~|~|~|~|X(c) Malignant gonadal germ cell tumors|3926540|2012
1-4|~|~|~|~|X(d) Gonadal carcinomas|16054040|2012
10-14|~|~|~|~|X(d) Gonadal carcinomas|20671931|2012
15-19|1.0|2.1|1.5|31|X(d) Gonadal carcinomas|21376554|2012
5-9|~|~|~|~|X(d) Gonadal carcinomas|20471089|2012
<1|~|~|~|~|X(d) Gonadal carcinomas|3926540|2012
1-4|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|16054040|2012
10-14|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|20671931|2012
15-19|0.5|1.3|0.8|18|X(e) Other and unspecified malignant gonadal tumors|21376554|2012
5-9|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|20471089|2012
<1|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|3926540|2012
1-4|1.4|2.9|2.1|33|XI Other malignant epithelial neoplasms and malignant melanomas|16054040|2012
10-14|13.7|17.2|15.4|318|XI Other malignant epithelial neoplasms and malignant melanomas|20671931|2012
15-19|51.9|58.2|55.0|1175|XI Other malignant epithelial neoplasms and malignant melanomas|21376554|2012
5-9|3.8|5.8|4.7|97|XI Other malignant epithelial neoplasms and malignant melanomas|20471089|2012
<1|2.9|7.6|4.8|19|XI Other malignant epithelial neoplasms and malignant melanomas|3926540|2012
1-4|~|~|~|~|XI(a) Adrenocortical carcinomas|16054040|2012
10-14|~|~|~|~|XI(a) Adrenocortical carcinomas|20671931|2012
15-19|~|~|~|~|XI(a) Adrenocortical carcinomas|21376554|2012
5-9|~|~|~|~|XI(a) Adrenocortical carcinomas|20471089|2012
<1|~|~|~|~|XI(a) Adrenocortical carcinomas|3926540|2012
1-4|~|~|~|~|XI(b) Thyroid carcinomas|16054040|2012
10-14|6.8|9.2|7.9|164|XI(b) Thyroid carcinomas|20671931|2012
15-19|26.4|31.0|28.6|612|XI(b) Thyroid carcinomas|21376554|2012
5-9|0.9|1.9|1.3|27|XI(b) Thyroid carcinomas|20471089|2012
<1|~|~|~|~|XI(b) Thyroid carcinomas|3926540|2012
1-4|~|~|~|~|XI(c) Nasopharyngeal carcinomas|16054040|2012
10-14|~|~|~|~|XI(c) Nasopharyngeal carcinomas|20671931|2012
15-19|0.7|1.7|1.1|24|XI(c) Nasopharyngeal carcinomas|21376554|2012
5-9|~|~|~|~|XI(c) Nasopharyngeal carcinomas|20471089|2012
<1|~|~|~|~|XI(c) Nasopharyngeal carcinomas|3926540|2012
1-4|0.8|1.9|1.2|20|XI(d) Malignant melanomas|16054040|2012
10-14|1.8|3.1|2.4|49|XI(d) Malignant melanomas|20671931|2012
15-19|9.6|12.4|10.9|234|XI(d) Malignant melanomas|21376554|2012
5-9|1.4|2.6|1.9|39|XI(d) Malignant melanomas|20471089|2012
