AGE|AGE_SPECIFIC_CI_LOWER|AGE_SPECIFIC_CI_UPPER|AGE_SPECIFIC_RATE|COUNT|EVENT_TYPE|POPULATION|SITE|YEAR
1-4|~|~|~|~|Mortality|16138392|Bones and Joints|2008
10-14|0.2|0.3|0.2|45|Mortality|20706655|Bones and Joints|2008
15-19|0.4|0.6|0.5|120|Mortality|22210880|Bones and Joints|2008
5-9|~|~|~|~|Mortality|19929602|Bones and Joints|2008
<1|~|~|~|~|Mortality|4132735|Bones and Joints|2008
1-4|0.6|0.9|0.8|123|Mortality|16138392|Leukemia|2008
10-14|0.6|0.9|0.7|152|Mortality|20706655|Leukemia|2008
15-19|0.8|1.0|0.9|196|Mortality|22210880|Leukemia|2008
5-9|0.4|0.6|0.5|100|Mortality|19929602|Leukemia|2008
<1|0.4|1.0|0.7|27|Mortality|4132735|Leukemia|2008
1-4|0.6|0.8|0.7|112|Mortality|16138392|Other|2008
10-14|0.2|0.4|0.3|60|Mortality|20706655|Other|2008
15-19|0.5|0.7|0.5|121|Mortality|22210880|Other|2008
5-9|0.4|0.5|0.4|89|Mortality|19929602|Other|2008
<1|0.4|0.9|0.6|25|Mortality|4132735|Other|2008
1-4|0.1|0.2|0.1|22|Mortality|16138392|Soft Tissue|2008
10-14|0.1|0.2|0.1|29|Mortality|20706655|Soft Tissue|2008
15-19|0.2|0.4|0.3|71|Mortality|22210880|Soft Tissue|2008
5-9|0.1|0.2|0.2|35|Mortality|19929602|Soft Tissue|2008
<1|~|~|~|~|Mortality|4132735|Soft Tissue|2008
1-4|7.4|8.2|7.8|1267|Incidence|16240931|Acute Lymphocytic|2009
10-14|2.0|2.4|2.1|444|Incidence|20660564|Acute Lymphocytic|2009
15-19|1.4|1.8|1.6|352|Incidence|22192810|Acute Lymphocytic|2009
5-9|3.3|3.8|3.5|715|Incidence|20182499|Acute Lymphocytic|2009
<1|1.5|2.4|1.9|78|Incidence|4003587|Acute Lymphocytic|2009
1-4|0.8|1.1|0.9|149|Incidence|16240931|Acute Myeloid|2009
10-14|0.5|0.7|0.6|121|Incidence|20660564|Acute Myeloid|2009
15-19|0.7|0.9|0.8|179|Incidence|22192810|Acute Myeloid|2009
5-9|0.3|0.5|0.4|80|Incidence|20182499|Acute Myeloid|2009
<1|0.9|1.6|1.2|48|Incidence|4003587|Acute Myeloid|2009
1-4|0.1|0.2|0.1|24|Incidence|16240931|Bones and Joints|2009
10-14|1.2|1.6|1.4|290|Incidence|20660564|Bones and Joints|2009
15-19|1.4|1.7|1.5|336|Incidence|22192810|Bones and Joints|2009
5-9|0.5|0.7|0.6|114|Incidence|20182499|Bones and Joints|2009
<1|~|~|~|~|Incidence|4003587|Bones and Joints|2009
1-4|8.7|9.6|9.2|1487|Incidence|16240931|Leukemia|2009
10-14|2.8|3.3|3.0|627|Incidence|20660564|Leukemia|2009
15-19|2.6|3.1|2.8|627|Incidence|22192810|Leukemia|2009
5-9|3.9|4.4|4.2|838|Incidence|20182499|Leukemia|2009
<1|3.4|4.7|4.0|162|Incidence|4003587|Leukemia|2009
1-4|4.0|4.6|4.3|693|Incidence|16240931|Other|2009
10-14|2.7|3.1|2.9|599|Incidence|20660564|Other|2009
15-19|8.7|9.5|9.1|2027|Incidence|22192810|Other|2009
5-9|1.4|1.7|1.6|315|Incidence|20182499|Other|2009
<1|11.1|13.3|12.1|486|Incidence|4003587|Other|2009
1-4|1.0|1.4|1.2|192|Incidence|16240931|Soft Tissue|2009
10-14|0.8|1.0|0.9|183|Incidence|20660564|Soft Tissue|2009
15-19|1.1|1.4|1.2|276|Incidence|22192810|Soft Tissue|2009
5-9|0.5|0.7|0.6|126|Incidence|20182499|Soft Tissue|2009
<1|3.0|4.2|3.5|142|Incidence|4003587|Soft Tissue|2009
1-4|0.1|0.3|0.2|34|Mortality|16240931|Acute Lymphocytic|2009
10-14|0.3|0.4|0.3|69|Mortality|20660564|Acute Lymphocytic|2009
15-19|0.2|0.4|0.3|66|Mortality|22192810|Acute Lymphocytic|2009
5-9|0.2|0.4|0.3|62|Mortality|20182499|Acute Lymphocytic|2009
<1|~|~|~|~|Mortality|4003587|Acute Lymphocytic|2009
1-4|0.2|0.4|0.3|45|Mortality|16240931|Acute Myeloid|2009
10-14|0.1|0.2|0.2|33|Mortality|20660564|Acute Myeloid|2009
15-19|0.2|0.4|0.3|63|Mortality|22192810|Acute Myeloid|2009
5-9|0.1|0.2|0.1|30|Mortality|20182499|Acute Myeloid|2009
<1|~|~|~|~|Mortality|4003587|Acute Myeloid|2009
1-4|~|~|~|~|Mortality|16240931|Bones and Joints|2009
10-14|0.2|0.3|0.3|55|Mortality|20660564|Bones and Joints|2009
15-19|0.4|0.6|0.5|102|Mortality|22192810|Bones and Joints|2009
5-9|0.1|0.1|0.1|18|Mortality|20182499|Bones and Joints|2009
<1|~|~|~|~|Mortality|4003587|Bones and Joints|2009
1-4|0.6|0.9|0.7|118|Mortality|16240931|Leukemia|2009
10-14|0.5|0.7|0.6|127|Mortality|20660564|Leukemia|2009
15-19|0.7|0.9|0.8|172|Mortality|22192810|Leukemia|2009
5-9|0.5|0.7|0.6|117|Mortality|20182499|Leukemia|2009
<1|0.4|1.0|0.7|27|Mortality|4003587|Leukemia|2009
1-4|0.5|0.8|0.6|104|Mortality|16240931|Other|2009
10-14|0.2|0.3|0.2|50|Mortality|20660564|Other|2009
15-19|0.5|0.7|0.6|125|Mortality|22192810|Other|2009
5-9|0.3|0.5|0.4|84|Mortality|20182499|Other|2009
<1|0.6|1.2|0.8|33|Mortality|4003587|Other|2009
1-4|0.1|0.2|0.1|22|Mortality|16240931|Soft Tissue|2009
10-14|0.1|0.3|0.2|40|Mortality|20660564|Soft Tissue|2009
15-19|0.2|0.4|0.3|66|Mortality|22192810|Soft Tissue|2009
5-9|0.1|0.2|0.2|34|Mortality|20182499|Soft Tissue|2009
<1|~|~|~|~|Mortality|4003587|Soft Tissue|2009
1-4|7.2|8.1|7.6|1240|Incidence|16238221|Acute Lymphocytic|2010
10-14|2.0|2.4|2.2|459|Incidence|20681132|Acute Lymphocytic|2010
15-19|1.3|1.7|1.5|331|Incidence|21983037|Acute Lymphocytic|2010
5-9|3.4|3.9|3.7|746|Incidence|20331731|Acute Lymphocytic|2010
<1|1.2|2.0|1.5|60|Incidence|3951330|Acute Lymphocytic|2010
1-4|0.8|1.1|0.9|150|Incidence|16238221|Acute Myeloid|2010
10-14|0.6|0.8|0.7|137|Incidence|20681132|Acute Myeloid|2010
15-19|0.8|1.0|0.9|200|Incidence|21983037|Acute Myeloid|2010
5-9|0.3|0.5|0.4|74|Incidence|20331731|Acute Myeloid|2010
<1|1.4|2.2|1.8|70|Incidence|3951330|Acute Myeloid|2010
1-4|0.1|0.3|0.2|29|Incidence|16238221|Bones and Joints|2010
10-14|1.2|1.5|1.3|276|Incidence|20681132|Bones and Joints|2010
15-19|1.2|1.5|1.3|290|Incidence|21983037|Bones and Joints|2010
5-9|0.4|0.7|0.5|111|Incidence|20331731|Bones and Joints|2010
<1|~|~|~|~|Incidence|3951330|Bones and Joints|2010
1-4|8.5|9.4|9.0|1457|Incidence|16238221|Leukemia|2010
10-14|3.0|3.5|3.2|665|Incidence|20681132|Leukemia|2010
15-19|2.7|3.1|2.9|638|Incidence|21983037|Leukemia|2010
5-9|4.0|4.5|4.2|862|Incidence|20331731|Leukemia|2010
<1|3.8|5.1|4.4|173|Incidence|3951330|Leukemia|2010
1-4|5.0|5.8|5.4|877|Incidence|16238221|Other|2010
10-14|3.1|3.5|3.3|681|Incidence|20681132|Other|2010
15-19|8.7|9.5|9.0|1989|Incidence|21983037|Other|2010
5-9|1.8|2.2|2.0|403|Incidence|20331731|Other|2010
<1|12.1|14.4|13.2|522|Incidence|3951330|Other|2010
1-4|1.0|1.3|1.2|187|Incidence|16238221|Soft Tissue|2010
10-14|0.8|1.1|1.0|202|Incidence|20681132|Soft Tissue|2010
15-19|1.0|1.3|1.1|249|Incidence|21983037|Soft Tissue|2010
5-9|0.6|0.8|0.7|134|Incidence|20331731|Soft Tissue|2010
<1|2.8|4.0|3.4|134|Incidence|3951330|Soft Tissue|2010
1-4|0.2|0.3|0.2|37|Mortality|16238221|Acute Lymphocytic|2010
10-14|0.2|0.4|0.3|59|Mortality|20681132|Acute Lymphocytic|2010
15-19|0.2|0.4|0.3|66|Mortality|21983037|Acute Lymphocytic|2010
5-9|0.2|0.4|0.3|61|Mortality|20331731|Acute Lymphocytic|2010
<1|~|~|~|~|Mortality|3951330|Acute Lymphocytic|2010
1-4|0.2|0.4|0.3|46|Mortality|16238221|Acute Myeloid|2010
10-14|0.2|0.3|0.2|50|Mortality|20681132|Acute Myeloid|2010
15-19|0.2|0.4|0.3|67|Mortality|21983037|Acute Myeloid|2010
5-9|0.1|0.2|0.1|29|Mortality|20331731|Acute Myeloid|2010
<1|~|~|~|~|Mortality|3951330|Acute Myeloid|2010
1-4|~|~|~|~|Mortality|16238221|Bones and Joints|2010
10-14|0.2|0.3|0.3|53|Mortality|20681132|Bones and Joints|2010
15-19|0.3|0.5|0.4|91|Mortality|21983037|Bones and Joints|2010
5-9|0.1|0.2|0.1|20|Mortality|20331731|Bones and Joints|2010
<1|~|~|~|~|Mortality|3951330|Bones and Joints|2010
1-4|0.6|0.8|0.7|112|Mortality|16238221|Leukemia|2010
10-14|0.6|0.8|0.7|142|Mortality|20681132|Leukemia|2010
15-19|0.6|0.9|0.7|163|Mortality|21983037|Leukemia|2010
5-9|0.4|0.7|0.5|111|Mortality|20331731|Leukemia|2010
<1|0.4|0.9|0.6|25|Mortality|3951330|Leukemia|2010
1-4|0.5|0.7|0.6|97|Mortality|16238221|Other|2010
10-14|0.3|0.5|0.4|88|Mortality|20681132|Other|2010
15-19|0.5|0.7|0.6|133|Mortality|21983037|Other|2010
5-9|0.3|0.5|0.4|83|Mortality|20331731|Other|2010
<1|0.3|0.7|0.5|18|Mortality|3951330|Other|2010
1-4|~|~|~|~|Mortality|16238221|Soft Tissue|2010
10-14|0.1|0.2|0.2|32|Mortality|20681132|Soft Tissue|2010
15-19|0.2|0.4|0.3|67|Mortality|21983037|Soft Tissue|2010
5-9|0.1|0.2|0.1|28|Mortality|20331731|Soft Tissue|2010
<1|~|~|~|~|Mortality|3951330|Soft Tissue|2010
1-4|7.2|7.6|7.4|5907|Incidence|79572057|Acute Lymphocytic|2010-2014
10-14|2.0|2.2|2.1|2152|Incidence|102487592|Acute Lymphocytic|2010-2014
15-19|1.5|1.7|1.6|1687|Incidence|106407418|Acute Lymphocytic|2010-2014
5-9|3.4|3.6|3.5|3548|Incidence|101312556|Acute Lymphocytic|2010-2014
<1|1.5|1.9|1.7|326|Incidence|19546092|Acute Lymphocytic|2010-2014
1-4|0.9|1.0|0.9|741|Incidence|79572057|Acute Myeloid|2010-2014
10-14|0.6|0.7|0.6|647|Incidence|102487592|Acute Myeloid|2010-2014
15-19|0.9|1.0|0.9|994|Incidence|106407418|Acute Myeloid|2010-2014
5-9|0.4|0.5|0.4|427|Incidence|101312556|Acute Myeloid|2010-2014
<1|1.3|1.7|1.5|291|Incidence|19546092|Acute Myeloid|2010-2014
1-4|0.2|0.3|0.2|175|Incidence|79572057|Bones and Joints|2010-2014
10-14|1.4|1.5|1.4|1473|Incidence|102487592|Bones and Joints|2010-2014
15-19|1.3|1.5|1.4|1484|Incidence|106407418|Bones and Joints|2010-2014
5-9|0.6|0.7|0.6|609|Incidence|101312556|Bones and Joints|2010-2014
<1|0.1|0.2|0.2|30|Incidence|19546092|Bones and Joints|2010-2014
1-4|8.6|9.0|8.8|6968|Incidence|79572057|Leukemia|2010-2014
10-14|2.9|3.2|3.0|3122|Incidence|102487592|Leukemia|2010-2014
15-19|2.9|3.1|3.0|3212|Incidence|106407418|Leukemia|2010-2014
5-9|4.0|4.3|4.2|4217|Incidence|101312556|Leukemia|2010-2014
<1|3.8|4.4|4.1|805|Incidence|19546092|Leukemia|2010-2014
1-4|5.1|5.4|5.2|4171|Incidence|79572057|Other|2010-2014
10-14|3.4|3.6|3.5|3570|Incidence|102487592|Other|2010-2014
15-19|9.2|9.6|9.4|9988|Incidence|106407418|Other|2010-2014
5-9|2.0|2.2|2.1|2114|Incidence|101312556|Other|2010-2014
<1|13.0|14.0|13.5|2634|Incidence|19546092|Other|2010-2014
1-4|1.1|1.3|1.2|957|Incidence|79572057|Soft Tissue|2010-2014
10-14|0.8|1.0|0.9|919|Incidence|102487592|Soft Tissue|2010-2014
15-19|1.0|1.1|1.0|1112|Incidence|106407418|Soft Tissue|2010-2014
5-9|0.6|0.7|0.6|654|Incidence|101312556|Soft Tissue|2010-2014
<1|3.1|3.6|3.4|655|Incidence|19546092|Soft Tissue|2010-2014
1-4|0.2|0.3|0.2|179|Mortality|80300151|Acute Lymphocytic|2010-2014
10-14|0.3|0.3|0.3|316|Mortality|103405179|Acute Lymphocytic|2010-2014
15-19|0.3|0.3|0.3|325|Mortality|107292163|Acute Lymphocytic|2010-2014
5-9|0.2|0.3|0.2|238|Mortality|102239742|Acute Lymphocytic|2010-2014
<1|0.1|0.1|0.1|18|Mortality|19721873|Acute Lymphocytic|2010-2014
1-4|0.3|0.4|0.3|251|Mortality|80300151|Acute Myeloid|2010-2014
10-14|0.2|0.2|0.2|183|Mortality|103405179|Acute Myeloid|2010-2014
15-19|0.2|0.3|0.3|293|Mortality|107292163|Acute Myeloid|2010-2014
5-9|0.1|0.2|0.1|135|Mortality|102239742|Acute Myeloid|2010-2014
<1|0.1|0.3|0.2|37|Mortality|19721873|Acute Myeloid|2010-2014
1-4|~|~|~|~|Mortality|80300151|Bones and Joints|2010-2014
10-14|0.2|0.3|0.3|266|Mortality|103405179|Bones and Joints|2010-2014
15-19|0.4|0.5|0.5|506|Mortality|107292163|Bones and Joints|2010-2014
5-9|0.1|0.1|0.1|88|Mortality|102239742|Bones and Joints|2010-2014
<1|~|~|~|~|Mortality|19721873|Bones and Joints|2010-2014
1-4|0.6|0.7|0.7|540|Mortality|80300151|Leukemia|2010-2014
10-14|0.6|0.7|0.6|631|Mortality|103405179|Leukemia|2010-2014
15-19|0.7|0.8|0.8|815|Mortality|107292163|Leukemia|2010-2014
5-9|0.4|0.5|0.5|487|Mortality|102239742|Leukemia|2010-2014
<1|0.4|0.6|0.5|98|Mortality|19721873|Leukemia|2010-2014
1-4|0.6|0.7|0.6|509|Mortality|80300151|Other|2010-2014
10-14|0.3|0.4|0.3|354|Mortality|103405179|Other|2010-2014
15-19|0.5|0.6|0.6|611|Mortality|107292163|Other|2010-2014
5-9|0.4|0.5|0.4|432|Mortality|102239742|Other|2010-2014
<1|0.4|0.6|0.5|95|Mortality|19721873|Other|2010-2014
1-4|0.1|0.1|0.1|96|Mortality|80300151|Soft Tissue|2010-2014
10-14|0.2|0.2|0.2|189|Mortality|103405179|Soft Tissue|2010-2014
15-19|0.3|0.4|0.3|356|Mortality|107292163|Soft Tissue|2010-2014
5-9|0.1|0.1|0.1|129|Mortality|102239742|Soft Tissue|2010-2014
<1|0.1|0.2|0.1|27|Mortality|19721873|Soft Tissue|2010-2014
1-4|7.4|8.2|7.8|1248|Incidence|16014682|Acute Lymphocytic|2011
10-14|2.0|2.4|2.2|443|Incidence|20532278|Acute Lymphocytic|2011
15-19|1.6|1.9|1.7|371|Incidence|21488037|Acute Lymphocytic|2011
5-9|3.5|4.0|3.7|754|Incidence|20152417|Acute Lymphocytic|2011
<1|1.5|2.5|2.0|77|Incidence|3927716|Acute Lymphocytic|2011
1-4|0.8|1.1|1.0|154|Incidence|16014682|Acute Myeloid|2011
10-14|0.5|0.8|0.6|130|Incidence|20532278|Acute Myeloid|2011
15-19|0.8|1.1|0.9|203|Incidence|21488037|Acute Myeloid|2011
5-9|0.3|0.5|0.4|87|Incidence|20152417|Acute Myeloid|2011
<1|1.0|1.7|1.3|52|Incidence|3927716|Acute Myeloid|2011
1-4|0.2|0.3|0.2|40|Incidence|16014682|Bones and Joints|2011
10-14|1.3|1.6|1.4|296|Incidence|20532278|Bones and Joints|2011
15-19|1.2|1.5|1.4|295|Incidence|21488037|Bones and Joints|2011
5-9|0.5|0.7|0.6|125|Incidence|20152417|Bones and Joints|2011
<1|~|~|~|~|Incidence|3927716|Bones and Joints|2011
1-4|8.6|9.6|9.1|1455|Incidence|16014682|Leukemia|2011
10-14|2.9|3.4|3.1|638|Incidence|20532278|Leukemia|2011
15-19|2.9|3.3|3.1|666|Incidence|21488037|Leukemia|2011
5-9|4.1|4.7|4.4|893|Incidence|20152417|Leukemia|2011
<1|3.7|5.0|4.3|169|Incidence|3927716|Leukemia|2011
1-4|4.9|5.6|5.2|835|Incidence|16014682|Other|2011
10-14|3.2|3.7|3.4|708|Incidence|20532278|Other|2011
15-19|8.8|9.6|9.2|1981|Incidence|21488037|Other|2011
5-9|1.8|2.2|2.0|410|Incidence|20152417|Other|2011
<1|11.3|13.6|12.4|488|Incidence|3927716|Other|2011
1-4|1.0|1.3|1.1|183|Incidence|16014682|Soft Tissue|2011
10-14|0.7|0.9|0.8|164|Incidence|20532278|Soft Tissue|2011
15-19|0.9|1.2|1.0|220|Incidence|21488037|Soft Tissue|2011
5-9|0.5|0.8|0.7|132|Incidence|20152417|Soft Tissue|2011
<1|2.8|4.0|3.4|132|Incidence|3927716|Soft Tissue|2011
1-4|0.1|0.3|0.2|31|Mortality|16162880|Acute Lymphocytic|2011
10-14|0.3|0.5|0.4|76|Mortality|20714922|Acute Lymphocytic|2011
15-19|0.3|0.4|0.3|70|Mortality|21664598|Acute Lymphocytic|2011
5-9|0.1|0.3|0.2|42|Mortality|20334840|Acute Lymphocytic|2011
<1|~|~|~|~|Mortality|3963087|Acute Lymphocytic|2011
1-4|0.2|0.4|0.3|46|Mortality|16162880|Acute Myeloid|2011
10-14|0.1|0.2|0.2|32|Mortality|20714922|Acute Myeloid|2011
15-19|0.2|0.3|0.3|57|Mortality|21664598|Acute Myeloid|2011
5-9|0.1|0.2|0.1|28|Mortality|20334840|Acute Myeloid|2011
<1|~|~|~|~|Mortality|3963087|Acute Myeloid|2011
1-4|~|~|~|~|Mortality|16162880|Bones and Joints|2011
10-14|0.2|0.3|0.2|51|Mortality|20714922|Bones and Joints|2011
15-19|0.4|0.6|0.5|101|Mortality|21664598|Bones and Joints|2011
5-9|0.0|0.1|0.1|16|Mortality|20334840|Bones and Joints|2011
<1|~|~|~|~|Mortality|3963087|Bones and Joints|2011
1-4|0.5|0.7|0.6|95|Mortality|16162880|Leukemia|2011
10-14|0.5|0.7|0.6|127|Mortality|20714922|Leukemia|2011
15-19|0.7|0.9|0.8|177|Mortality|21664598|Leukemia|2011
5-9|0.4|0.6|0.5|98|Mortality|20334840|Leukemia|2011
<1|0.3|0.8|0.6|22|Mortality|3963087|Leukemia|2011
1-4|0.6|0.8|0.7|110|Mortality|16162880|Other|2011
10-14|0.2|0.4|0.3|62|Mortality|20714922|Other|2011
15-19|0.5|0.7|0.6|132|Mortality|21664598|Other|2011
5-9|0.3|0.5|0.4|74|Mortality|20334840|Other|2011
<1|0.4|1.0|0.7|27|Mortality|3963087|Other|2011
1-4|0.1|0.2|0.1|23|Mortality|16162880|Soft Tissue|2011
10-14|0.1|0.3|0.2|38|Mortality|20714922|Soft Tissue|2011
15-19|0.2|0.4|0.3|64|Mortality|21664598|Soft Tissue|2011
5-9|0.1|0.2|0.1|21|Mortality|20334840|Soft Tissue|2011
<1|~|~|~|~|Mortality|3963087|Soft Tissue|2011
1-4|7.2|8.1|7.6|1228|Incidence|16054040|Acute Lymphocytic|2012
10-14|1.9|2.3|2.1|433|Incidence|20671931|Acute Lymphocytic|2012
15-19|1.4|1.7|1.5|325|Incidence|21376554|Acute Lymphocytic|2012
5-9|3.1|3.6|3.4|687|Incidence|20471089|Acute Lymphocytic|2012
<1|1.5|2.4|1.9|76|Incidence|3926540|Acute Lymphocytic|2012
1-4|0.8|1.1|0.9|150|Incidence|16054040|Acute Myeloid|2012
10-14|0.5|0.7|0.6|115|Incidence|20671931|Acute Myeloid|2012
15-19|0.8|1.1|0.9|200|Incidence|21376554|Acute Myeloid|2012
5-9|0.3|0.5|0.4|84|Incidence|20471089|Acute Myeloid|2012
<1|0.9|1.6|1.2|48|Incidence|3926540|Acute Myeloid|2012
1-4|0.1|0.2|0.2|27|Incidence|16054040|Bones and Joints|2012
10-14|1.3|1.7|1.5|309|Incidence|20671931|Bones and Joints|2012
15-19|1.3|1.6|1.5|310|Incidence|21376554|Bones and Joints|2012
5-9|0.4|0.7|0.5|111|Incidence|20471089|Bones and Joints|2012
<1|~|~|~|~|Incidence|3926540|Bones and Joints|2012
1-4|8.5|9.5|9.0|1441|Incidence|16054040|Leukemia|2012
10-14|2.7|3.2|2.9|608|Incidence|20671931|Leukemia|2012
15-19|2.7|3.2|3.0|636|Incidence|21376554|Leukemia|2012
5-9|3.7|4.2|4.0|810|Incidence|20471089|Leukemia|2012
<1|3.4|4.7|4.0|158|Incidence|3926540|Leukemia|2012
1-4|5.1|5.8|5.5|878|Incidence|16054040|Other|2012
10-14|3.0|3.5|3.3|679|Incidence|20671931|Other|2012
15-19|9.4|10.3|9.8|2104|Incidence|21376554|Other|2012
5-9|1.8|2.2|2.0|411|Incidence|20471089|Other|2012
<1|12.0|14.3|13.1|514|Incidence|3926540|Other|2012
1-4|1.0|1.4|1.2|191|Incidence|16054040|Soft Tissue|2012
10-14|0.8|1.0|0.9|187|Incidence|20671931|Soft Tissue|2012
15-19|0.8|1.1|1.0|209|Incidence|21376554|Soft Tissue|2012
5-9|0.5|0.7|0.6|122|Incidence|20471089|Soft Tissue|2012
<1|2.9|4.0|3.4|134|Incidence|3926540|Soft Tissue|2012
1-4|0.2|0.4|0.3|42|Mortality|16054040|Acute Lymphocytic|2012
10-14|0.2|0.4|0.3|63|Mortality|20671931|Acute Lymphocytic|2012
15-19|0.2|0.4|0.3|67|Mortality|21376554|Acute Lymphocytic|2012
5-9|0.2|0.3|0.2|43|Mortality|20471089|Acute Lymphocytic|2012
<1|~|~|~|~|Mortality|3926540|Acute Lymphocytic|2012
1-4|0.3|0.6|0.4|71|Mortality|16054040|Acute Myeloid|2012
10-14|0.1|0.2|0.2|36|Mortality|20671931|Acute Myeloid|2012
15-19|0.2|0.3|0.3|56|Mortality|21376554|Acute Myeloid|2012
5-9|0.1|0.2|0.1|27|Mortality|20471089|Acute Myeloid|2012
<1|~|~|~|~|Mortality|3926540|Acute Myeloid|2012
1-4|~|~|~|~|Mortality|16054040|Bones and Joints|2012
10-14|0.2|0.3|0.2|48|Mortality|20671931|Bones and Joints|2012
15-19|0.4|0.6|0.5|110|Mortality|21376554|Bones and Joints|2012
5-9|0.0|0.1|0.1|17|Mortality|20471089|Bones and Joints|2012
<1|~|~|~|~|Mortality|3926540|Bones and Joints|2012
1-4|0.7|1.0|0.8|136|Mortality|16054040|Leukemia|2012
10-14|0.5|0.7|0.6|126|Mortality|20671931|Leukemia|2012
15-19|0.6|0.9|0.7|156|Mortality|21376554|Leukemia|2012
5-9|0.4|0.6|0.5|97|Mortality|20471089|Leukemia|2012
<1|0.3|0.8|0.5|19|Mortality|3926540|Leukemia|2012
1-4|0.6|0.8|0.7|111|Mortality|16054040|Other|2012
10-14|0.3|0.4|0.4|73|Mortality|20671931|Other|2012
15-19|0.5|0.7|0.6|129|Mortality|21376554|Other|2012
5-9|0.3|0.5|0.4|89|Mortality|20471089|Other|2012
<1|0.3|0.8|0.5|19|Mortality|3926540|Other|2012
1-4|0.1|0.2|0.1|19|Mortality|16054040|Soft Tissue|2012
10-14|0.2|0.3|0.2|48|Mortality|20671931|Soft Tissue|2012
15-19|0.3|0.4|0.4|76|Mortality|21376554|Soft Tissue|2012
5-9|0.1|0.2|0.1|26|Mortality|20471089|Soft Tissue|2012
<1|~|~|~|~|Mortality|3926540|Soft Tissue|2012
1-4|6.6|7.5|7.0|1121|Incidence|15922775|Acute Lymphocytic|2013
10-14|1.8|2.2|2.0|411|Incidence|20657299|Acute Lymphocytic|2013
15-19|1.4|1.7|1.6|330|Incidence|21191148|Acute Lymphocytic|2013
5-9|3.1|3.6|3.4|693|Incidence|20574674|Acute Lymphocytic|2013
<1|1.1|1.9|1.5|58|Incidence|3931141|Acute Lymphocytic|2013
1-4|0.8|1.1|0.9|142|Incidence|15922775|Acute Myeloid|2013
10-14|0.6|0.8|0.7|140|Incidence|20657299|Acute Myeloid|2013
15-19|0.8|1.0|0.9|190|Incidence|21191148|Acute Myeloid|2013
5-9|0.4|0.6|0.5|95|Incidence|20574674|Acute Myeloid|2013
<1|1.1|1.9|1.4|57|Incidence|3931141|Acute Myeloid|2013
1-4|0.2|0.4|0.3|45|Incidence|15922775|Bones and Joints|2013
10-14|1.2|1.5|1.4|283|Incidence|20657299|Bones and Joints|2013
15-19|1.3|1.6|1.5|310|Incidence|21191148|Bones and Joints|2013
5-9|0.5|0.7|0.6|127|Incidence|20574674|Bones and Joints|2013
<1|~|~|~|~|Incidence|3931141|Bones and Joints|2013
1-4|7.9|8.8|8.4|1331|Incidence|15922775|Leukemia|2013
10-14|2.8|3.2|3.0|619|Incidence|20657299|Leukemia|2013
15-19|2.8|3.2|3.0|636|Incidence|21191148|Leukemia|2013
5-9|3.8|4.4|4.1|848|Incidence|20574674|Leukemia|2013
<1|3.5|4.8|4.1|160|Incidence|3931141|Leukemia|2013
1-4|4.8|5.5|5.1|817|Incidence|15922775|Other|2013
10-14|3.4|3.9|3.7|758|Incidence|20657299|Other|2013
15-19|8.9|9.7|9.3|1966|Incidence|21191148|Other|2013
5-9|2.0|2.4|2.2|444|Incidence|20574674|Other|2013
<1|13.0|15.4|14.2|557|Incidence|3931141|Other|2013
1-4|1.1|1.5|1.3|208|Incidence|15922775|Soft Tissue|2013
10-14|0.8|1.0|0.9|182|Incidence|20657299|Soft Tissue|2013
15-19|0.9|1.2|1.0|215|Incidence|21191148|Soft Tissue|2013
5-9|0.5|0.7|0.6|127|Incidence|20574674|Soft Tissue|2013
<1|3.0|4.2|3.5|139|Incidence|3931141|Soft Tissue|2013
1-4|0.1|0.3|0.2|33|Mortality|15922775|Acute Lymphocytic|2013
10-14|0.2|0.4|0.3|63|Mortality|20657299|Acute Lymphocytic|2013
15-19|0.2|0.3|0.3|56|Mortality|21191148|Acute Lymphocytic|2013
5-9|0.1|0.3|0.2|42|Mortality|20574674|Acute Lymphocytic|2013
<1|~|~|~|~|Mortality|3931141|Acute Lymphocytic|2013
1-4|0.2|0.4|0.3|45|Mortality|15922775|Acute Myeloid|2013
10-14|0.2|0.3|0.2|43|Mortality|20657299|Acute Myeloid|2013
15-19|0.2|0.4|0.3|59|Mortality|21191148|Acute Myeloid|2013
5-9|0.1|0.2|0.1|30|Mortality|20574674|Acute Myeloid|2013
<1|~|~|~|~|Mortality|3931141|Acute Myeloid|2013
1-4|~|~|~|~|Mortality|15922775|Bones and Joints|2013
10-14|0.2|0.3|0.2|51|Mortality|20657299|Bones and Joints|2013
15-19|0.4|0.6|0.5|108|Mortality|21191148|Bones and Joints|2013
5-9|~|~|~|~|Mortality|20574674|Bones and Joints|2013
<1|~|~|~|~|Mortality|3931141|Bones and Joints|2013
1-4|0.5|0.7|0.6|96|Mortality|15922775|Leukemia|2013
10-14|0.6|0.8|0.7|139|Mortality|20657299|Leukemia|2013
15-19|0.6|0.9|0.8|159|Mortality|21191148|Leukemia|2013
5-9|0.4|0.6|0.5|94|Mortality|20574674|Leukemia|2013
<1|0.3|0.8|0.5|21|Mortality|3931141|Leukemia|2013
1-4|0.4|0.7|0.6|89|Mortality|15922775|Other|2013
10-14|0.2|0.4|0.3|62|Mortality|20657299|Other|2013
15-19|0.4|0.6|0.5|113|Mortality|21191148|Other|2013
