AGE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|BEHAVIOR|COUNT|POPULATION|SEX|SITE|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
20+|0.4|0.5|0.4|Malignant|434|105697783|Male|Oligodendroglioma|2007|0.4|0.5|0.4
20+|~|~|~|Benign/Borderline|~|106947980|Male|Oligodendroglioma|2008|~|~|~
20+|0.3|0.4|0.4|Malignant|400|106947980|Male|Oligodendroglioma|2008|0.3|0.4|0.4
20+|~|~|~|Benign/Borderline|~|108197539|Male|Oligodendroglioma|2009|~|~|~
20+|0.4|0.5|0.4|Malignant|460|108197539|Male|Oligodendroglioma|2009|0.4|0.5|0.4
20+|~|~|~|Benign/Borderline|~|109536975|Male|Oligodendroglioma|2010|~|~|~
20+|0.4|0.5|0.4|Malignant|461|109536975|Male|Oligodendroglioma|2010|0.4|0.5|0.4
20+|~|~|~|Benign/Borderline|~|556321335|Male|Oligodendroglioma|2010-2014|~|~|~
20+|0.4|0.4|0.4|Malignant|2007|556321335|Male|Oligodendroglioma|2010-2014|0.3|0.4|0.4
20+|~|~|~|Benign/Borderline|~|109915911|Male|Oligodendroglioma|2011|~|~|~
20+|0.4|0.4|0.4|Malignant|434|109915911|Male|Oligodendroglioma|2011|0.4|0.4|0.4
20+|~|~|~|Benign/Borderline|~|112332773|Male|Oligodendroglioma|2012|~|~|~
20+|0.3|0.4|0.3|Malignant|362|112332773|Male|Oligodendroglioma|2012|0.3|0.4|0.3
20+|~|~|~|Benign/Borderline|~|113652712|Male|Oligodendroglioma|2013|~|~|~
20+|0.3|0.4|0.3|Malignant|359|113652712|Male|Oligodendroglioma|2013|0.3|0.4|0.3
20+|~|~|~|Benign/Borderline|~|114975678|Male|Oligodendroglioma|2014|~|~|~
20+|0.3|0.4|0.4|Malignant|397|114975678|Male|Oligodendroglioma|2014|0.3|0.4|0.3
20+|0.1|0.1|0.1|Benign/Borderline|80|101938779|Male|Other mesenchymal|2004|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|28|101938779|Male|Other mesenchymal|2004|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|71|103190694|Male|Other mesenchymal|2005|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|34|103190694|Male|Other mesenchymal|2005|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|68|104488268|Male|Other mesenchymal|2006|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|29|104488268|Male|Other mesenchymal|2006|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|82|105697783|Male|Other mesenchymal|2007|0.1|0.1|0.1
20+|0.0|0.1|0.0|Malignant|38|105697783|Male|Other mesenchymal|2007|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|98|106947980|Male|Other mesenchymal|2008|0.1|0.1|0.1
20+|0.0|0.1|0.0|Malignant|45|106947980|Male|Other mesenchymal|2008|0.0|0.1|0.0
20+|0.1|0.1|0.1|Benign/Borderline|102|108197539|Male|Other mesenchymal|2009|0.1|0.1|0.1
20+|0.0|0.1|0.0|Malignant|46|108197539|Male|Other mesenchymal|2009|0.0|0.1|0.0
20+|0.1|0.1|0.1|Benign/Borderline|75|109536975|Male|Other mesenchymal|2010|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|32|109536975|Male|Other mesenchymal|2010|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|380|556321335|Male|Other mesenchymal|2010-2014|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|193|556321335|Male|Other mesenchymal|2010-2014|0.0|0.0|0.0
20+|0.0|0.1|0.1|Benign/Borderline|65|109915911|Male|Other mesenchymal|2011|0.0|0.1|0.1
20+|0.0|0.1|0.0|Malignant|42|109915911|Male|Other mesenchymal|2011|0.0|0.1|0.0
20+|0.1|0.1|0.1|Benign/Borderline|90|112332773|Male|Other mesenchymal|2012|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|30|112332773|Male|Other mesenchymal|2012|0.0|0.0|0.0
20+|0.0|0.1|0.1|Benign/Borderline|73|113652712|Male|Other mesenchymal|2013|0.1|0.1|0.1
20+|0.0|0.1|0.0|Malignant|44|113652712|Male|Other mesenchymal|2013|0.0|0.1|0.0
20+|0.1|0.1|0.1|Benign/Borderline|77|114975678|Male|Other mesenchymal|2014|0.1|0.1|0.1
20+|0.0|0.1|0.0|Malignant|46|114975678|Male|Other mesenchymal|2014|0.0|0.1|0.0
20+|~|~|~|Benign/Borderline|~|101938779|Male|Pilocytic astrocytoma|2004|~|~|~
20+|0.1|0.2|0.1|Malignant|150|101938779|Male|Pilocytic astrocytoma|2004|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|103190694|Male|Pilocytic astrocytoma|2005|~|~|~
20+|0.1|0.2|0.1|Malignant|155|103190694|Male|Pilocytic astrocytoma|2005|0.1|0.2|0.2
20+|~|~|~|Benign/Borderline|~|104488268|Male|Pilocytic astrocytoma|2006|~|~|~
20+|0.1|0.2|0.2|Malignant|159|104488268|Male|Pilocytic astrocytoma|2006|0.1|0.2|0.2
20+|~|~|~|Benign/Borderline|~|105697783|Male|Pilocytic astrocytoma|2007|~|~|~
20+|0.1|0.2|0.1|Malignant|143|105697783|Male|Pilocytic astrocytoma|2007|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|106947980|Male|Pilocytic astrocytoma|2008|~|~|~
20+|0.1|0.2|0.1|Malignant|144|106947980|Male|Pilocytic astrocytoma|2008|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|108197539|Male|Pilocytic astrocytoma|2009|~|~|~
20+|0.1|0.1|0.1|Malignant|136|108197539|Male|Pilocytic astrocytoma|2009|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|109536975|Male|Pilocytic astrocytoma|2010|~|~|~
20+|0.1|0.2|0.1|Malignant|162|109536975|Male|Pilocytic astrocytoma|2010|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|556321335|Male|Pilocytic astrocytoma|2010-2014|~|~|~
20+|0.1|0.1|0.1|Malignant|762|556321335|Male|Pilocytic astrocytoma|2010-2014|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|109915911|Male|Pilocytic astrocytoma|2011|~|~|~
20+|0.1|0.2|0.2|Malignant|170|109915911|Male|Pilocytic astrocytoma|2011|0.1|0.2|0.2
20+|~|~|~|Benign/Borderline|~|112332773|Male|Pilocytic astrocytoma|2012|~|~|~
20+|0.1|0.1|0.1|Malignant|144|112332773|Male|Pilocytic astrocytoma|2012|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|113652712|Male|Pilocytic astrocytoma|2013|~|~|~
20+|0.1|0.1|0.1|Malignant|143|113652712|Male|Pilocytic astrocytoma|2013|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|114975678|Male|Pilocytic astrocytoma|2014|~|~|~
20+|0.1|0.2|0.1|Malignant|146|114975678|Male|Pilocytic astrocytoma|2014|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|101938779|Male|Pineal parenchymal|2004|~|~|~
20+|~|~|~|Malignant|~|101938779|Male|Pineal parenchymal|2004|~|~|~
20+|~|~|~|Benign/Borderline|~|103190694|Male|Pineal parenchymal|2005|~|~|~
20+|0.0|0.0|0.0|Malignant|.|103190694|Male|Pineal parenchymal|2005|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|17|104488268|Male|Pineal parenchymal|2006|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|18|104488268|Male|Pineal parenchymal|2006|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|16|105697783|Male|Pineal parenchymal|2007|0.0|0.0|0.0
20+|~|~|~|Malignant|~|105697783|Male|Pineal parenchymal|2007|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|23|106947980|Male|Pineal parenchymal|2008|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|21|106947980|Male|Pineal parenchymal|2008|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|108197539|Male|Pineal parenchymal|2009|~|~|~
20+|0.0|0.0|0.0|Malignant|18|108197539|Male|Pineal parenchymal|2009|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|109536975|Male|Pineal parenchymal|2010|~|~|~
20+|0.0|0.0|0.0|Malignant|18|109536975|Male|Pineal parenchymal|2010|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|86|556321335|Male|Pineal parenchymal|2010-2014|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|108|556321335|Male|Pineal parenchymal|2010-2014|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|16|109915911|Male|Pineal parenchymal|2011|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|17|109915911|Male|Pineal parenchymal|2011|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|25|112332773|Male|Pineal parenchymal|2012|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|20|112332773|Male|Pineal parenchymal|2012|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|113652712|Male|Pineal parenchymal|2013|~|~|~
20+|0.0|0.0|0.0|Malignant|36|113652712|Male|Pineal parenchymal|2013|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|21|114975678|Male|Pineal parenchymal|2014|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|17|114975678|Male|Pineal parenchymal|2014|0.0|0.0|0.0
20+|3.3|3.5|3.4|Benign/Borderline|3348|101938779|Male|Pituitary|2004|3.2|3.4|3.3
20+|0.0|0.0|0.0|Malignant|18|101938779|Male|Pituitary|2004|0.0|0.0|0.0
20+|3.5|3.8|3.7|Benign/Borderline|3690|103190694|Male|Pituitary|2005|3.5|3.7|3.6
20+|~|~|~|Malignant|~|103190694|Male|Pituitary|2005|~|~|~
20+|3.7|4.0|3.9|Benign/Borderline|3953|104488268|Male|Pituitary|2006|3.7|3.9|3.8
20+|0.0|0.0|0.0|Malignant|.|104488268|Male|Pituitary|2006|0.0|0.0|0.0
20+|4.0|4.3|4.1|Benign/Borderline|4323|105697783|Male|Pituitary|2007|4.0|4.2|4.1
20+|0.0|0.0|0.0|Malignant|.|105697783|Male|Pituitary|2007|0.0|0.0|0.0
20+|4.3|4.6|4.5|Benign/Borderline|4718|106947980|Male|Pituitary|2008|4.3|4.5|4.4
20+|~|~|~|Malignant|~|106947980|Male|Pituitary|2008|~|~|~
20+|4.5|4.8|4.6|Benign/Borderline|5023|108197539|Male|Pituitary|2009|4.5|4.8|4.6
20+|~|~|~|Malignant|~|108197539|Male|Pituitary|2009|~|~|~
20+|4.5|4.8|4.7|Benign/Borderline|5134|109536975|Male|Pituitary|2010|4.6|4.8|4.7
20+|~|~|~|Malignant|~|109536975|Male|Pituitary|2010|~|~|~
20+|4.7|4.8|4.8|Benign/Borderline|26961|556321335|Male|Pituitary|2010-2014|4.8|4.9|4.8
20+|0.0|0.0|0.0|Malignant|101|556321335|Male|Pituitary|2010-2014|0.0|0.0|0.0
20+|4.6|4.8|4.7|Benign/Borderline|5209|109915911|Male|Pituitary|2011|4.6|4.9|4.7
20+|0.0|0.0|0.0|Malignant|.|109915911|Male|Pituitary|2011|0.0|0.0|0.0
20+|4.8|5.1|5.0|Benign/Borderline|5639|112332773|Male|Pituitary|2012|4.9|5.2|5.0
20+|0.0|0.0|0.0|Malignant|.|112332773|Male|Pituitary|2012|0.0|0.0|0.0
20+|4.7|5.0|4.9|Benign/Borderline|5613|113652712|Male|Pituitary|2013|4.8|5.1|4.9
20+|0.0|0.0|0.0|Malignant|25|113652712|Male|Pituitary|2013|0.0|0.0|0.0
20+|4.5|4.8|4.6|Benign/Borderline|5458|114975678|Male|Pituitary|2014|4.6|4.9|4.7
20+|0.0|0.0|0.0|Malignant|.|114975678|Male|Pituitary|2014|0.0|0.0|0.0
20+|12.2|12.6|12.4|Benign/Borderline|12089|101938779|Male|Total|2004|11.6|12.1|11.9
20+|10.6|11.1|10.9|Malignant|10619|101938779|Male|Total|2004|10.2|10.6|10.4
20+|13.6|14.1|13.8|Benign/Borderline|13683|103190694|Male|Total|2005|13.0|13.5|13.3
20+|10.7|11.1|10.9|Malignant|10767|103190694|Male|Total|2005|10.2|10.6|10.4
20+|14.0|14.4|14.2|Benign/Borderline|14303|104488268|Male|Total|2006|13.5|13.9|13.7
20+|10.5|10.9|10.7|Malignant|10804|104488268|Male|Total|2006|10.1|10.5|10.3
20+|14.3|14.8|14.5|Benign/Borderline|14939|105697783|Male|Total|2007|13.9|14.4|14.1
20+|10.5|10.9|10.7|Malignant|11037|105697783|Male|Total|2007|10.2|10.6|10.4
20+|15.1|15.6|15.3|Benign/Borderline|16017|106947980|Male|Total|2008|14.7|15.2|15.0
20+|10.6|11.0|10.8|Malignant|11326|106947980|Male|Total|2008|10.4|10.8|10.6
20+|15.9|16.4|16.1|Benign/Borderline|17093|108197539|Male|Total|2009|15.6|16.0|15.8
20+|10.4|10.8|10.6|Malignant|11380|108197539|Male|Total|2009|10.3|10.7|10.5
20+|15.7|16.2|16.0|Benign/Borderline|17281|109536975|Male|Total|2010|15.5|16.0|15.8
20+|10.2|10.5|10.3|Malignant|11337|109536975|Male|Total|2010|10.2|10.5|10.3
20+|16.0|16.2|16.1|Benign/Borderline|89844|556321335|Male|Total|2010-2014|16.0|16.3|16.1
20+|10.1|10.3|10.2|Malignant|57759|556321335|Male|Total|2010-2014|10.3|10.5|10.4
20+|15.7|16.2|16.0|Benign/Borderline|17466|109915911|Male|Total|2011|15.7|16.1|15.9
20+|10.2|10.6|10.4|Malignant|11483|109915911|Male|Total|2011|10.3|10.6|10.4
20+|16.0|16.5|16.3|Benign/Borderline|18321|112332773|Male|Total|2012|16.1|16.5|16.3
20+|10.0|10.3|10.2|Malignant|11597|112332773|Male|Total|2012|10.1|10.5|10.3
20+|16.1|16.5|16.3|Benign/Borderline|18689|113652712|Male|Total|2013|16.2|16.7|16.4
20+|9.9|10.3|10.1|Malignant|11757|113652712|Male|Total|2013|10.2|10.5|10.3
20+|15.6|16.0|15.8|Benign/Borderline|18437|114975678|Male|Total|2014|15.8|16.3|16.0
20+|9.9|10.3|10.1|Malignant|11947|114975678|Male|Total|2014|10.2|10.6|10.4
20+|2.2|2.3|2.3|Benign/Borderline|2297|101938779|Male|Tumors of Cranial and Spinal Nerves|2004|2.2|2.3|2.3
20+|0.0|0.0|0.0|Malignant|27|101938779|Male|Tumors of Cranial and Spinal Nerves|2004|0.0|0.0|0.0
20+|2.5|2.7|2.6|Benign/Borderline|2646|103190694|Male|Tumors of Cranial and Spinal Nerves|2005|2.5|2.7|2.6
20+|0.0|0.0|0.0|Malignant|29|103190694|Male|Tumors of Cranial and Spinal Nerves|2005|0.0|0.0|0.0
20+|2.4|2.6|2.5|Benign/Borderline|2607|104488268|Male|Tumors of Cranial and Spinal Nerves|2006|2.4|2.6|2.5
20+|0.0|0.0|0.0|Malignant|18|104488268|Male|Tumors of Cranial and Spinal Nerves|2006|0.0|0.0|0.0
20+|2.4|2.6|2.5|Benign/Borderline|2691|105697783|Male|Tumors of Cranial and Spinal Nerves|2007|2.5|2.6|2.5
20+|0.0|0.0|0.0|Malignant|19|105697783|Male|Tumors of Cranial and Spinal Nerves|2007|0.0|0.0|0.0
20+|2.3|2.5|2.4|Benign/Borderline|2644|106947980|Male|Tumors of Cranial and Spinal Nerves|2008|2.4|2.6|2.5
20+|0.0|0.0|0.0|Malignant|24|106947980|Male|Tumors of Cranial and Spinal Nerves|2008|0.0|0.0|0.0
20+|2.4|2.6|2.5|Benign/Borderline|2806|108197539|Male|Tumors of Cranial and Spinal Nerves|2009|2.5|2.7|2.6
20+|0.0|0.0|0.0|Malignant|.|108197539|Male|Tumors of Cranial and Spinal Nerves|2009|0.0|0.0|0.0
20+|2.4|2.6|2.5|Benign/Borderline|2806|109536975|Male|Tumors of Cranial and Spinal Nerves|2010|2.5|2.7|2.6
20+|0.0|0.0|0.0|Malignant|21|109536975|Male|Tumors of Cranial and Spinal Nerves|2010|0.0|0.0|0.0
20+|2.5|2.6|2.6|Benign/Borderline|14833|556321335|Male|Tumors of Cranial and Spinal Nerves|2010-2014|2.6|2.7|2.7
20+|0.0|0.0|0.0|Malignant|101|556321335|Male|Tumors of Cranial and Spinal Nerves|2010-2014|0.0|0.0|0.0
20+|2.4|2.6|2.5|Benign/Borderline|2855|109915911|Male|Tumors of Cranial and Spinal Nerves|2011|2.5|2.7|2.6
20+|0.0|0.0|0.0|Malignant|16|109915911|Male|Tumors of Cranial and Spinal Nerves|2011|0.0|0.0|0.0
20+|2.5|2.7|2.6|Benign/Borderline|3028|112332773|Male|Tumors of Cranial and Spinal Nerves|2012|2.6|2.8|2.7
20+|0.0|0.0|0.0|Malignant|25|112332773|Male|Tumors of Cranial and Spinal Nerves|2012|0.0|0.0|0.0
20+|2.5|2.6|2.6|Benign/Borderline|3035|113652712|Male|Tumors of Cranial and Spinal Nerves|2013|2.6|2.8|2.7
20+|0.0|0.0|0.0|Malignant|20|113652712|Male|Tumors of Cranial and Spinal Nerves|2013|0.0|0.0|0.0
20+|2.5|2.7|2.6|Benign/Borderline|3154|114975678|Male|Tumors of Cranial and Spinal Nerves|2014|2.6|2.8|2.7
20+|0.0|0.0|0.0|Malignant|.|114975678|Male|Tumors of Cranial and Spinal Nerves|2014|0.0|0.0|0.0
20+|0.4|0.5|0.4|Benign/Borderline|441|101938779|Male|Tumors of Neuroepthelial Tissue|2004|0.4|0.5|0.4
20+|8.9|9.3|9.1|Malignant|8940|101938779|Male|Tumors of Neuroepthelial Tissue|2004|8.6|9.0|8.8
20+|0.5|0.5|0.5|Benign/Borderline|517|103190694|Male|Tumors of Neuroepthelial Tissue|2005|0.5|0.5|0.5
20+|8.9|9.3|9.1|Malignant|9061|103190694|Male|Tumors of Neuroepthelial Tissue|2005|8.6|9.0|8.8
20+|0.5|0.6|0.5|Benign/Borderline|549|104488268|Male|Tumors of Neuroepthelial Tissue|2006|0.5|0.6|0.5
20+|8.8|9.2|9.0|Malignant|9165|104488268|Male|Tumors of Neuroepthelial Tissue|2006|8.6|9.0|8.8
20+|0.4|0.5|0.5|Benign/Borderline|512|105697783|Male|Tumors of Neuroepthelial Tissue|2007|0.4|0.5|0.5
20+|8.8|9.2|9.0|Malignant|9361|105697783|Male|Tumors of Neuroepthelial Tissue|2007|8.7|9.0|8.9
20+|0.5|0.6|0.5|Benign/Borderline|577|106947980|Male|Tumors of Neuroepthelial Tissue|2008|0.5|0.6|0.5
20+|8.9|9.2|9.1|Malignant|9614|106947980|Male|Tumors of Neuroepthelial Tissue|2008|8.8|9.2|9.0
20+|0.5|0.6|0.5|Benign/Borderline|581|108197539|Male|Tumors of Neuroepthelial Tissue|2009|0.5|0.6|0.5
20+|8.8|9.2|9.0|Malignant|9678|108197539|Male|Tumors of Neuroepthelial Tissue|2009|8.8|9.1|8.9
20+|0.5|0.6|0.6|Benign/Borderline|632|109536975|Male|Tumors of Neuroepthelial Tissue|2010|0.5|0.6|0.6
20+|8.6|9.0|8.8|Malignant|9692|109536975|Male|Tumors of Neuroepthelial Tissue|2010|8.7|9.0|8.8
20+|0.5|0.6|0.5|Benign/Borderline|3034|556321335|Male|Tumors of Neuroepthelial Tissue|2010-2014|0.5|0.6|0.5
20+|8.6|8.8|8.7|Malignant|49333|556321335|Male|Tumors of Neuroepthelial Tissue|2010-2014|8.8|8.9|8.9
20+|0.5|0.6|0.5|Benign/Borderline|579|109915911|Male|Tumors of Neuroepthelial Tissue|2011|0.5|0.6|0.5
20+|8.6|8.9|8.7|Malignant|9760|109915911|Male|Tumors of Neuroepthelial Tissue|2011|8.7|9.1|8.9
20+|0.5|0.6|0.5|Benign/Borderline|611|112332773|Male|Tumors of Neuroepthelial Tissue|2012|0.5|0.6|0.5
20+|8.5|8.8|8.6|Malignant|9921|112332773|Male|Tumors of Neuroepthelial Tissue|2012|8.7|9.0|8.8
20+|0.5|0.6|0.5|Benign/Borderline|583|113652712|Male|Tumors of Neuroepthelial Tissue|2013|0.5|0.6|0.5
20+|8.4|8.8|8.6|Malignant|10096|113652712|Male|Tumors of Neuroepthelial Tissue|2013|8.7|9.1|8.9
20+|0.5|0.6|0.6|Benign/Borderline|642|114975678|Male|Tumors of Neuroepthelial Tissue|2014|0.5|0.6|0.6
20+|8.4|8.7|8.5|Malignant|10158|114975678|Male|Tumors of Neuroepthelial Tissue|2014|8.7|9.0|8.8
20+|3.4|3.7|3.5|Benign/Borderline|3529|101938779|Male|Tumors of Sellar Region|2004|3.3|3.6|3.5
20+|0.0|0.0|0.0|Malignant|18|101938779|Male|Tumors of Sellar Region|2004|0.0|0.0|0.0
20+|3.8|4.0|3.9|Benign/Borderline|3920|103190694|Male|Tumors of Sellar Region|2005|3.7|3.9|3.8
20+|~|~|~|Malignant|~|103190694|Male|Tumors of Sellar Region|2005|~|~|~
20+|3.9|4.2|4.0|Benign/Borderline|4142|104488268|Male|Tumors of Sellar Region|2006|3.8|4.1|4.0
20+|0.0|0.0|0.0|Malignant|.|104488268|Male|Tumors of Sellar Region|2006|0.0|0.0|0.0
20+|4.2|4.4|4.3|Benign/Borderline|4518|105697783|Male|Tumors of Sellar Region|2007|4.2|4.4|4.3
20+|0.0|0.0|0.0|Malignant|.|105697783|Male|Tumors of Sellar Region|2007|0.0|0.0|0.0
20+|4.5|4.8|4.6|Benign/Borderline|4915|106947980|Male|Tumors of Sellar Region|2008|4.5|4.7|4.6
20+|~|~|~|Malignant|~|106947980|Male|Tumors of Sellar Region|2008|~|~|~
20+|4.7|5.0|4.8|Benign/Borderline|5222|108197539|Male|Tumors of Sellar Region|2009|4.7|5.0|4.8
20+|~|~|~|Malignant|~|108197539|Male|Tumors of Sellar Region|2009|~|~|~
20+|4.7|5.0|4.8|Benign/Borderline|5332|109536975|Male|Tumors of Sellar Region|2010|4.7|5.0|4.9
20+|~|~|~|Malignant|~|109536975|Male|Tumors of Sellar Region|2010|~|~|~
20+|4.9|5.0|5.0|Benign/Borderline|27976|556321335|Male|Tumors of Sellar Region|2010-2014|5.0|5.1|5.0
20+|0.0|0.0|0.0|Malignant|105|556321335|Male|Tumors of Sellar Region|2010-2014|0.0|0.0|0.0
20+|4.7|5.0|4.9|Benign/Borderline|5399|109915911|Male|Tumors of Sellar Region|2011|4.8|5.0|4.9
20+|0.0|0.0|0.0|Malignant|.|109915911|Male|Tumors of Sellar Region|2011|0.0|0.0|0.0
20+|5.0|5.3|5.2|Benign/Borderline|5853|112332773|Male|Tumors of Sellar Region|2012|5.1|5.3|5.2
20+|0.0|0.0|0.0|Malignant|.|112332773|Male|Tumors of Sellar Region|2012|0.0|0.0|0.0
20+|4.9|5.2|5.0|Benign/Borderline|5836|113652712|Male|Tumors of Sellar Region|2013|5.0|5.3|5.1
20+|0.0|0.0|0.0|Malignant|25|113652712|Male|Tumors of Sellar Region|2013|0.0|0.0|0.0
20+|4.7|4.9|4.8|Benign/Borderline|5654|114975678|Male|Tumors of Sellar Region|2014|4.8|5.0|4.9
20+|0.0|0.0|0.0|Malignant|.|114975678|Male|Tumors of Sellar Region|2014|0.0|0.0|0.0
20+|5.3|5.6|5.5|Benign/Borderline|5162|101938779|Male|Tumors of the Meninges|2004|4.9|5.2|5.1
20+|0.2|0.2|0.2|Malignant|198|101938779|Male|Tumors of the Meninges|2004|0.2|0.2|0.2
20+|5.9|6.2|6.0|Benign/Borderline|5749|103190694|Male|Tumors of the Meninges|2005|5.4|5.7|5.6
20+|0.2|0.2|0.2|Malignant|194|103190694|Male|Tumors of the Meninges|2005|0.2|0.2|0.2
20+|6.1|6.5|6.3|Benign/Borderline|6138|104488268|Male|Tumors of the Meninges|2006|5.7|6.0|5.9
20+|0.2|0.2|0.2|Malignant|183|104488268|Male|Tumors of the Meninges|2006|0.2|0.2|0.2
20+|6.2|6.5|6.4|Benign/Borderline|6327|105697783|Male|Tumors of the Meninges|2007|5.8|6.1|6.0
20+|0.2|0.2|0.2|Malignant|220|105697783|Male|Tumors of the Meninges|2007|0.2|0.2|0.2
20+|6.6|7.0|6.8|Benign/Borderline|6937|106947980|Male|Tumors of the Meninges|2008|6.3|6.6|6.5
20+|0.2|0.2|0.2|Malignant|196|106947980|Male|Tumors of the Meninges|2008|0.2|0.2|0.2
20+|7.1|7.4|7.2|Benign/Borderline|7427|108197539|Male|Tumors of the Meninges|2009|6.7|7.0|6.9
20+|0.2|0.2|0.2|Malignant|198|108197539|Male|Tumors of the Meninges|2009|0.2|0.2|0.2
20+|6.9|7.2|7.0|Benign/Borderline|7413|109536975|Male|Tumors of the Meninges|2010|6.6|6.9|6.8
20+|0.1|0.2|0.1|Malignant|154|109536975|Male|Tumors of the Meninges|2010|0.1|0.2|0.1
20+|6.9|7.1|7.0|Benign/Borderline|38339|556321335|Male|Tumors of the Meninges|2010-2014|6.8|7.0|6.9
20+|0.2|0.2|0.2|Malignant|913|556321335|Male|Tumors of the Meninges|2010-2014|0.2|0.2|0.2
20+|6.9|7.2|7.0|Benign/Borderline|7505|109915911|Male|Tumors of the Meninges|2011|6.7|7.0|6.8
20+|0.1|0.2|0.2|Malignant|185|109915911|Male|Tumors of the Meninges|2011|0.1|0.2|0.2
20+|6.7|7.1|6.9|Benign/Borderline|7625|112332773|Male|Tumors of the Meninges|2012|6.6|6.9|6.8
20+|0.1|0.2|0.2|Malignant|176|112332773|Male|Tumors of the Meninges|2012|0.1|0.2|0.2
20+|7.0|7.3|7.1|Benign/Borderline|8043|113652712|Male|Tumors of the Meninges|2013|6.9|7.2|7.1
20+|0.1|0.2|0.2|Malignant|195|113652712|Male|Tumors of the Meninges|2013|0.1|0.2|0.2
20+|6.7|7.0|6.9|Benign/Borderline|7931|114975678|Male|Tumors of the Meninges|2014|6.7|7.1|6.9
20+|0.1|0.2|0.2|Malignant|204|114975678|Male|Tumors of the Meninges|2014|0.2|0.2|0.2
20+|0.6|0.7|0.7|Benign/Borderline|637|101938779|Male|Unclassified Tumors|2004|0.6|0.7|0.6
20+|0.6|0.8|0.7|Malignant|622|101938779|Male|Unclassified Tumors|2004|0.6|0.7|0.6
20+|0.8|0.9|0.9|Benign/Borderline|820|103190694|Male|Unclassified Tumors|2005|0.7|0.9|0.8
20+|0.6|0.7|0.7|Malignant|615|103190694|Male|Unclassified Tumors|2005|0.5|0.6|0.6
20+|0.8|0.9|0.8|Benign/Borderline|836|104488268|Male|Unclassified Tumors|2006|0.7|0.9|0.8
20+|0.6|0.7|0.6|Malignant|584|104488268|Male|Unclassified Tumors|2006|0.5|0.6|0.6
20+|0.8|0.9|0.9|Benign/Borderline|857|105697783|Male|Unclassified Tumors|2007|0.8|0.9|0.8
20+|0.6|0.7|0.6|Malignant|578|105697783|Male|Unclassified Tumors|2007|0.5|0.6|0.5
20+|0.8|1.0|0.9|Benign/Borderline|911|106947980|Male|Unclassified Tumors|2008|0.8|0.9|0.9
20+|0.6|0.7|0.7|Malignant|632|106947980|Male|Unclassified Tumors|2008|0.5|0.6|0.6
20+|0.9|1.1|1.0|Benign/Borderline|1023|108197539|Male|Unclassified Tumors|2009|0.9|1.0|0.9
20+|0.6|0.7|0.7|Malignant|653|108197539|Male|Unclassified Tumors|2009|0.6|0.7|0.6
20+|0.9|1.1|1.0|Benign/Borderline|1072|109536975|Male|Unclassified Tumors|2010|0.9|1.0|1.0
20+|0.6|0.7|0.6|Malignant|615|109536975|Male|Unclassified Tumors|2010|0.5|0.6|0.6
